,Year,Artist,Track,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature,Track_Popularity,Top
2136,2016,Bruno Mars,24K Magic,0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,261240,4,77,0
2137,2016,Rihanna,ANTI,0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,219320,4,68,0
2138,2017,Kendrick Lamar,DAMN.,0.552,0.731,7,-6.873,1,0.615,0.0536,0,0.258,0.632,174.516,248613,4,66,0
2139,2013,Eminem,The Marshall Mathers LP2 (Deluxe),0.708,0.843,7,-2.66,1,0.314,0.397,0,0.799,0.625,148.14,363521,4,78,0
2140,2017,Future,HNDRXX,0.755,0.6,5,-6.431,0,0.309,0.144,0,0.117,0.652,155.982,211240,4,67,0
2141,2015,Troye Sivan,Blue Neighbourhood (Deluxe),0.628,0.737,7,-4.437,1,0.041,0.0625,0,0.0777,0.592,91.507,185194,4,67,0
2142,2017,PnB Rock,GTTM: Goin Thru the Motions,0.724,0.452,1,-8.998,1,0.0884,0.223,0,0.118,0.139,141.903,248945,4,62,0
2143,2015,Twenty One Pilots,Blurryface,0.715,0.838,2,-6.077,0,0.118,0.0897,0,0.15,0.497,120.007,240080,4,69,0
2144,2017,Calvin Harris,Funk Wav Bounces Vol.1,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21E-06,0.254,0.511,104.066,230813,4,69,0
2145,2014,Wiz Khalifa,Blacc Hollywood (Deluxe),0.717,0.862,8,-4.736,1,0.054,0.00689,0,0.321,0.52,130.021,224933,4,67,0
2146,2016,Mac Miller,The Divine Feminine,0.861,0.33,6,-7.194,1,0.0526,0.627,1.93E-06,0.14,0.718,95.016,216000,4,74,0
2147,2016,Sonder,Too Fast,0.395,0.33,4,-10.924,0,0.0408,0.316,1.89E-05,0.268,0.102,98.813,308006,3,66,0
2148,2017,XXXTENTACION,Revenge,0.448,0.541,4,-11.34,0,0.397,0.47,0,0.1,0.237,81.92,209099,4,71,0
2149,2016,Florida Georgia Line,Dig Your Roots,0.488,0.915,7,-4.255,1,0.0389,0.0406,0,0.351,0.646,75.019,226173,4,72,0
2150,2014,Ariana Grande,My Everything (Deluxe),0.472,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,236133,4,76,0
2151,2017,Various Artists,Coco (Original Motion Picture Soundtrack),0.612,0.548,0,-6.71,1,0.0351,0.426,0,0.502,0.617,84.991,164453,4,66,0
2152,2017,The Chainsmokers,Memories...Do Not Open,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,247160,4,82,0
2153,2017,Young Scooter,Jugg King,0.934,0.671,7,-5.458,0,0.151,0.0939,0,0.0812,0.804,129.951,209580,4,63,0
2154,2017,Darius Rucker,When Was The Last Time,0.532,0.64,9,-6.684,1,0.0314,0.344,0,0.361,0.308,84.029,212320,4,66,0
2155,2017,Imagine Dragons,Evolve,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,204347,4,89,0
2156,2016,FKi 1st,First Time For Everything (Part 1),0.678,0.455,11,-10.393,0,0.0905,0.0949,0,0.0798,0.571,144.029,225008,4,66,0
2157,2016,Hoodie Allen,Happy Camper,0.671,0.699,6,-4.224,0,0.0647,0.00453,0.000277,0.173,0.379,72.946,188040,4,67,0
2158,2016,Various Artists,Moana (Original Motion Picture Soundtrack/Deluxe Edition),0.646,0.684,0,-7.632,1,0.24,0.447,0,0.101,0.57,146.14,185467,4,66,0
2159,2015,Demi Lovato,Confident (Deluxe Edition),0.584,0.614,5,-5.587,0,0.0363,0.00506,9.70E-05,0.0802,0.28,114.075,214740,4,70,0
2160,2017,Dua Lipa,Dua Lipa (Deluxe),0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,209320,4,86,0
2161,2017,Mother Nature Sound FX,Thunderstorms,0.135,0.723,8,-22.636,1,0.107,8.23E-05,0.797,0.957,0.0159,141.159,222469,3,68,0
2162,2016,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",0.643,0.945,0,-4.66,1,0.0779,0.096,7.71E-06,0.495,0.526,120.723,248880,4,64,0
2163,2014,ScHoolboy Q,Oxymoron (Deluxe),0.749,0.865,3,-5.228,1,0.0413,0.00536,0,0.198,0.371,111.914,216013,4,71,0
2164,2014,Cherub,Year of the Caprese,0.775,0.655,5,-7.333,1,0.102,0.114,0.00016,0.035,0.346,114.503,323253,4,65,0
2165,2016,Young Thug,Slime Season 3,0.769,0.632,10,-4.228,0,0.0537,0.0325,0,0.116,0.294,131.932,176387,4,68,0
2166,2013,Daughter,If You Leave,0.402,0.539,0,-11.062,1,0.043,0.88,0.0065,0.117,0.371,146.526,253013,4,63,0
2167,2017,Judah & the Lion,Folk Hop N' Roll (Deluxe),0.446,0.801,0,-6.397,1,0.0305,0.00925,8.84E-05,0.13,0.765,148.071,218356,4,65,0
2168,2017,Tom Walker,Leave a Light On,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78E-06,0.133,0.267,68.976,185863,4,81,0
2169,2017,Quality Control,Quality Control: Control The Streets Volume 1,0.938,0.377,0,-6.253,1,0.127,0.197,3.05E-05,0.178,0.598,108.985,167298,4,67,0
2170,2017,Imagine Dragons,Evolve,0.301,0.672,2,-4.497,1,0.0623,0.28,3.10E-05,0.0609,0.384,169.497,230289,3,78,0
2171,2017,G-Eazy,The Beautiful & Damned,0.558,0.766,6,-5.953,0,0.231,0.263,0,0.32,0.182,96.281,203960,4,68,0
2172,2017,boy pablo,Roy Pablo,0.431,0.669,2,-10.065,1,0.035,0.0252,0.0433,0.117,0.855,203.906,172941,4,68,0
2173,2016,Grace,FMA,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79E-06,0.0599,0.261,186.249,201493,3,70,0
2174,2016,Rachel Platten,Wildfire,0.564,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.33,175.924,204013,4,77,0
2175,2017,Trippie Redd,A Love Letter To You 2,0.577,0.647,9,-4.493,0,0.169,0.576,0,0.263,0.489,139.672,188277,4,64,0
2176,2017,Shawn Mendes,Illuminate,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,187973,4,83,0
2177,2016,Daya,"Sit Still, Look Pretty",0.885,0.801,11,-4.716,0,0.0882,0.225,1.65E-06,0.0733,0.466,95.011,192376,4,64,0
2178,2017,Gryffin,Nobody Compares To You,0.585,0.744,2,-4.751,1,0.0419,0.228,0,0.195,0.349,104.919,231383,4,69,0
2179,2014,Sam Smith,In The Lonely Hour,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17E-05,0.124,0.481,99.933,167066,4,72,0
2180,2017,Huncho Jack,"Huncho Jack, Jack Huncho",0.663,0.842,1,-4.152,1,0.101,0.00277,0.000974,0.123,0.346,159.132,172017,4,67,0
2181,2017,Avicii,AVĪCI (01),0.653,0.863,2,-4.799,1,0.0457,0.0018,0,0.0406,0.276,134.004,181673,4,83,0
2182,2017,Nicky Jam,Fénix,0.832,0.608,6,-6.042,0,0.0385,0.282,0,0.0761,0.589,94.013,198707,4,72,0
2183,2017,Daniel Caesar,Freudian,0.448,0.263,11,-11.98,1,0.0373,0.824,1.91E-06,0.106,0.451,109.889,241371,1,68,0
2184,2016,Lady Gaga,Joanne (Deluxe),0.665,0.424,0,-7.838,1,0.0444,0.437,0,0.107,0.134,129.911,205280,4,81,0
2185,2017,Deep Watch,Endless Fragments of Time,0.152,0.0315,6,-29.774,0,0.047,0.922,0.775,0.11,0.155,139.095,215756,3,68,0
2186,2013,Drake,Nothing Was The Same (Deluxe),0.794,0.522,8,-7.829,1,0.159,0.0328,0,0.156,0.567,86.318,174133,4,68,0
2187,2016,Lil Uzi Vert,Lil Uzi Vert Vs. The World,0.843,0.359,0,-7.417,1,0.461,0.069,0,0.12,0.156,81.987,163944,4,73,0
2188,2017,Billie Eilish,dont smile at me,0.776,0.379,9,-9.351,0,0.331,0.213,0.00175,0.0969,0.346,82.531,179016,4,69,0
2189,2016,August Wilhelmsson,Departure,0.156,0.138,0,-19.958,1,0.0362,0.984,0.953,0.0983,0.0386,68.062,151512,3,68,0
2190,2017,Dustin Lynch,Current Mood,0.554,0.743,9,-6.016,1,0.0287,0.0251,0,0.359,0.673,72.997,205733,4,74,0
2191,2014,Hozier,Hozier (Bonus Tracks Version),0.555,0.727,6,-4.202,1,0.0388,0.0579,7.52E-06,0.0937,0.739,82.142,223120,4,65,0
2192,2016,Lil Uzi Vert,Lil Uzi Vert Vs. The World,0.795,0.568,5,-7.817,0,0.142,0.0541,0,0.108,0.478,136.173,198944,4,78,0
2193,2017,Bebe Rexha,The Way I Are (Dance With Somebody) [feat. Lil Wayne],0.466,0.659,2,-6.077,1,0.115,0.00282,0,0.273,0.36,186.169,187787,4,68,0
2194,2015,Billy Currington,Summer Forever,0.503,0.824,3,-4.039,1,0.0524,0.083,0,0.21,0.448,161.981,184506,4,67,0
2195,2017,Future,HNDRXX,0.415,0.369,8,-10.044,1,0.0741,0.0303,7.64E-06,0.383,0.0913,95.746,251423,4,68,0
2196,2017,Shawn Mendes,Illuminate,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,187973,4,83,0
2197,2017,Yung Bleu,Miss It,0.704,0.534,8,-7.028,1,0.276,0.0243,0,0.0824,0.189,104.99,245947,5,64,0
2198,2017,Brandon Lay,Speakers,0.603,0.625,6,-6.563,1,0.0258,0.302,0,0.141,0.651,96.02,192920,4,67,0
2199,2017,A$AP Mob,RAF,0.848,0.663,8,-5.606,0,0.245,0.523,0,0.108,0.333,133.993,255413,4,67,0
2200,2016,Frank Ocean,Blonde,0.567,0.388,9,-9.579,0,0.0384,0.782,0.000309,0.248,0.452,116.362,249191,4,75,0
2201,2015,Jonas Blue,Fast Car,0.56,0.592,9,-6.951,1,0.0544,0.455,0,0.297,0.564,112.684,212424,4,77,0
2202,2017,XXXTENTACION,17,0.57,0.285,9,-14.125,0,0.0381,0.737,0.0133,0.108,0.0973,83.485,99707,4,72,0
2203,2017,Future,HNDRXX,0.415,0.369,8,-10.044,1,0.0741,0.0303,7.64E-06,0.383,0.0913,95.746,251423,4,68,0
2204,2016,Travis Scott,Birds In The Trap Sing McKnight,0.743,0.571,7,-6.054,0,0.145,0.24,0,0.291,0.495,119.054,213863,4,74,0
2205,2017,Lil Pump,Lil Pump,0.936,0.523,5,-6.71,1,0.0597,0.239,0,0.117,0.699,119.889,124056,4,79,0
2206,2016,Jon Pardi,California Sunrise,0.628,0.757,7,-3.561,1,0.0281,0.113,0,0.263,0.727,96.016,172253,4,72,0
2207,2014,Mac DeMarco,Salad Days,0.537,0.558,11,-8.678,1,0.0929,0.263,0.91,0.102,0.505,131.037,231724,4,69,0
2208,2015,Various Artists,Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),0.52,0.623,3,-6.35,1,0.0711,0.327,0,0.127,0.278,148.228,178320,4,71,0
2209,2016,Fifth Harmony,7/27 (Deluxe),0.689,0.791,0,-5.194,0,0.053,0.023,0,0.0526,0.755,95.04,210573,4,69,0
2210,2015,Big Sean,Dark Sky Paradise,0.741,0.345,1,-11.31,1,0.0754,0.288,0,0.117,0.277,120.015,319973,4,65,0
2211,2013,Avenged Sevenfold,Hail to the King,0.576,0.906,2,-7.677,1,0.0571,0.000332,0.0614,0.0908,0.211,127.935,323800,4,67,0
2212,2017,mxmtoon,feelings are fatal,0.545,0.169,0,-16.249,1,0.132,0.908,0,0.0942,0.482,98.225,124853,4,67,0
2213,2015,Thomas Rhett,Tangled Up,0.693,0.789,5,-5.161,0,0.0315,0.0768,1.19E-06,0.178,0.795,130.025,190733,4,63,0
2214,2017,Eminem,Revival,0.748,0.749,8,-5.916,0,0.516,0.142,0,0.0713,0.659,90.09,221013,4,82,0
2215,2017,Wale,SHINE,0.728,0.811,7,-4.278,1,0.0564,0.0453,2.07E-06,0.362,0.705,114.995,228707,4,70,0
2216,2016,Jon Pardi,California Sunrise,0.557,0.676,7,-4.457,1,0.027,0.0661,0,0.0871,0.678,108.016,202347,4,71,0
2217,2013,Arctic Monkeys,AM,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26E-06,0.212,0.506,179.949,207357,4,73,0
2218,2017,Lil Peep,"Come Over When You're Sober, Pt. 1",0.534,0.583,2,-8.672,1,0.0288,0.0262,0,0.421,0.145,105.997,231547,4,82,0
2219,2013,Twenty One Pilots,Vessel,0.766,0.519,9,-7.355,0,0.0366,0.098,0,0.0855,0.612,129.972,267720,4,74,0
2220,2015,Rae Sremmurd,SremmLife,0.888,0.483,6,-7.797,1,0.154,0.013,4.85E-06,0.0926,0.226,125.008,200080,4,74,0
2221,2016,Panic! At The Disco,Death Of A Bachelor,0.462,0.538,0,-5.527,1,0.059,0.0137,0,0.429,0.405,139.256,203507,4,77,0
2222,2016,Drake,Views,0.835,0.436,0,-9.602,1,0.176,0.0235,0,0.635,0.234,133.942,189853,3,63,0
2223,2015,Imagine Dragons,Smoke + Mirrors (Deluxe),0.365,0.851,4,-6.238,0,0.065,0.0964,0.003,0.238,0.309,78.068,170067,4,70,0
2224,2017,Taylor Swift,reputation,0.719,0.469,0,-8.792,1,0.0533,0.0329,0,0.169,0.0851,120.085,230373,4,68,0
2225,2017,Kodak Black,Project Baby 2: All Grown Up (Deluxe),0.736,0.604,1,-7.357,0,0.222,0.0652,6.43E-05,0.124,0.574,155.007,264532,4,78,0
2226,2013,Various Artists,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),0.306,0.121,0,-15.551,0,0.0554,0.85,0.000176,0.257,0.166,174.055,206507,4,65,0
2227,2015,$uicideBoy$,My Liver Will Handle What My Heart Can't,0.753,0.679,5,-7.092,0,0.0349,0.324,4.21E-05,0.423,0.19,105.977,145078,4,77,0
2228,2016,Niykee Heaton,The Bedroom Tour Playlist,0.743,0.72,11,-5.175,0,0.0865,0.248,0,0.096,0.431,123.994,245723,4,71,0
2229,2017,James Heather,Stories From Far Away On Piano,0.242,0.0668,0,-22.632,0,0.0363,0.991,0.882,0.117,0.133,66.808,242946,3,70,0
2230,2016,Taylor Ray Holbrook,Southern Land,0.725,0.724,1,-6.195,1,0.126,0.176,0,0.136,0.741,130.045,222094,4,62,0
2231,2016,gianni & kyle,fuckboi,0.785,0.528,9,-7.744,1,0.0551,0.143,0,0.0442,0.256,112.061,192854,4,64,0
2232,2016,Red Hot Chili Peppers,The Getaway,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000,4,73,0
2233,2014,Rixton,Let The Road,0.544,0.774,5,-4.21,0,0.0339,0.00682,0,0.135,0.522,174.121,193733,4,73,0
2234,2017,Kendrick Lamar,DAMN.,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,177000,4,85,0
2235,2017,Huncho Jack,"Huncho Jack, Jack Huncho",0.76,0.763,1,-2.964,1,0.0787,0.0467,0,0.198,0.321,140.044,251969,4,65,0
2236,2016,Haley Reinhart,Better,0.41,0.0485,0,-13.918,1,0.038,0.947,0,0.108,0.247,137.97,173175,4,75,0
2237,2017,Pinkfong,Pinkfong Animal Songs,0.825,0.84,7,-3.651,1,0.227,0.245,0,0.341,0.52,115.062,96333,4,77,0
2238,2017,Granular,Vision,0,2.03E-05,1,-27.194,1,0,0.872,1,0.0954,0,0,104516,0,67,0
2239,2015,Various Artists,Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),0.52,0.623,3,-6.35,1,0.0711,0.327,0,0.127,0.278,148.228,178320,4,71,0
2240,2016,Arcangel,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),0.815,0.514,6,-9.446,0,0.361,0.54,0,0.611,0.623,120.054,264000,4,69,0
2241,2016,Olivia Holt,Olivia,0.767,0.631,1,-6.762,1,0.0541,0.0997,0,0.119,0.541,100.968,203992,4,71,0
2242,2013,Florida Georgia Line,Here's To The Good Times...This Is How We Roll,0.555,0.931,8,-2.969,1,0.0367,0.016,0,0.405,0.723,132.085,220907,4,68,0
2243,2015,Blackbear,Dead,0.769,0.323,3,-12.887,0,0.0524,0.678,0,0.116,0.574,94.977,169500,4,68,0
2244,2016,Kevin Gates,Islah (Deluxe),0.895,0.681,7,-5.267,0,0.358,0.157,0,0.189,0.554,121.918,240000,4,71,0
2245,2016,The Chainsmokers,Don't Let Me Down,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373,4,82,0
2246,2014,Chris Brown,X (Deluxe Version),0.845,0.506,1,-5.971,1,0.0409,0.0228,1.03E-06,0.0879,0.647,99.051,264947,4,73,0
2247,2016,Dierks Bentley,Black,0.663,0.656,1,-6.548,1,0.0413,0.27,0.000279,0.117,0.56,120.037,211160,4,65,0
2248,2017,Lil Xan,Betrayed,0.823,0.419,10,-10.358,0,0.165,0.416,0,0.105,0.277,119.958,187453,4,77,0
2249,2016,6LACK,FREE 6LACK,0.417,0.58,9,-4.574,1,0.207,0.0307,1.45E-06,0.179,0.139,68.58,246773,5,76,0
2250,2017,Avicii,AVĪCI (01),0.653,0.863,2,-4.799,1,0.0457,0.0018,0,0.0406,0.276,134.004,181673,4,83,0
2251,2017,PnB Rock,Catch These Vibes,0.786,0.82,6,-3.254,0,0.0587,0.0975,0,0.0751,0.597,120.047,212000,4,66,0
2252,2016,Yo Gotti,The Art of Hustle (Deluxe),0.776,0.662,1,-7.016,0,0.0489,0.00157,2.10E-05,0.0887,0.324,152.927,182733,4,65,0
2253,2016,Frank Ocean,Blonde,0.567,0.388,9,-9.579,0,0.0384,0.782,0.000309,0.248,0.452,116.362,249191,4,75,0
2254,2016,Bryson Tiller,Let Me Explain,0.809,0.504,2,-3.201,1,0.15,0.00156,0,0.0856,0.525,120.065,223969,4,65,0
2255,2014,Ed Sheeran,x (Deluxe Edition),0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4,84,0
2256,2013,The 1975,The 1975,0.591,0.94,11,-4.341,1,0.0522,0.00391,0,0.383,0.676,100.043,224640,4,64,0
2257,2016,Noah Cyrus,Make Me (Cry),0.588,0.471,0,-7.287,1,0.0577,0.592,0.00146,0.0733,0.209,152.881,242081,4,70,0
2258,2017,Tay-K,#SantanaWorld (+),0.744,0.314,8,-8.871,1,0.0864,0.0651,0,0.134,0.0438,134.388,133000,4,64,0
2259,2013,Calibre 50,Corridos De Alto Calibre,0.779,0.654,8,-5.374,1,0.0474,0.459,0,0.308,0.933,105.05,201600,3,68,0
2260,2014,Vance Joy,Dream Your Life Away (Special Edition),0.596,0.827,5,-4.402,1,0.0372,0.0242,0,0.0958,0.329,115.034,249382,4,67,0
2261,2016,Brent Faiyaz,Poison,0.689,0.394,2,-10.102,0,0.065,0.711,0.000905,0.0859,0.382,117.489,212992,3,67,0
2262,2017,Bhad Bhabie,Hi Bich,0.924,0.387,8,-7.738,1,0.115,0.156,0.000331,0.0973,0.0624,120.014,104528,4,68,0
2263,2017,Lil Pump,Lil Pump,0.781,0.553,0,-4.277,1,0.0735,0.201,0.000233,0.383,0.308,121.968,135497,4,70,0
2264,2017,Ulices Chaidez Y Sus Plebes,El Elegido,0.746,0.384,7,-6.905,0,0.0338,0.802,0,0.133,0.427,134.044,209664,4,70,0
2265,2016,Sinead Harnett,If You Let Me,0.407,0.403,5,-8.396,0,0.113,0.158,5.98E-06,0.553,0.329,90.907,232878,1,68,0
2266,2017,Ozuna,Odisea,0.739,0.821,1,-4.233,1,0.0852,0.222,9.60E-06,0.311,0.693,171.077,188080,4,79,0
2267,2016,dvsn,SEPT 5TH,0.771,0.466,0,-8.651,1,0.0308,0.0314,0.000761,0.31,0.245,110.011,419500,4,66,0
2268,2017,Lil Baby,Harder Than Hard,0.839,0.541,0,-10.581,1,0.316,0.019,0,0.0971,0.372,129.974,238347,4,63,0
2269,2015,Tame Impala,Currents,0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587,4,72,0
2270,2017,Mura Masa,Mura Masa,0.625,0.763,8,-4.997,0,0.129,0.147,0.0106,0.214,0.721,88.753,192160,4,73,0
2271,2017,Drake,More Life,0.724,0.548,7,-8.062,0,0.0497,0.0521,7.40E-06,0.104,0.392,98.017,216558,4,68,0
2272,2016,Ella Mai,Time,0.65,0.478,7,-7.512,0,0.05,0.268,0,0.177,0.147,99.979,264098,4,74,0
2273,2016,Panic! At The Disco,Death Of A Bachelor,0.578,0.886,11,-4.348,1,0.0633,0.011,0,0.143,0.615,80.008,180627,4,69,0
2274,2016,Cole Swindell,You Should Be Here,0.489,0.641,7,-4.455,1,0.0282,0.0592,0,0.0857,0.303,136.095,190173,4,63,0
2275,2017,Lil Skies,Life of a Dark Rose,0.691,0.683,0,-7.335,1,0.0954,0.547,0,0.221,0.456,140.002,262544,4,80,0
2276,2015,Pentatonix,That's Christmas To Me (Deluxe Edition),0.497,0.312,11,-9.088,0,0.0269,0.302,0,0.0968,0.177,105.036,203373,4,69,0
2277,2013,Lorde,Pure Heroine,0.696,0.59,6,-7.428,1,0.0904,0.151,0,0.247,0.462,99.984,193059,4,71,0
2278,2014,YG,My Krazy Life (Deluxe),0.673,0.464,10,-6.864,0,0.201,0.0933,0,0.21,0.762,171.043,235600,4,68,0
2279,2016,Ana Olgica,Sugarcane,0.361,0.0165,0,-27.874,1,0.0615,0.995,0.967,0.0834,0.452,114.346,144500,3,72,0
2280,2016,Saba,Bucket List Project,0.777,0.662,7,-8.393,1,0.27,0.536,4.61E-06,0.593,0.634,111.13,201733,4,66,0
2281,2017,Jerrod Niemann,This Ride,0.803,0.701,11,-7.45,0,0.0367,0.178,0.000106,0.2,0.799,115.006,181507,4,64,0
2282,2016,Banda Sinaloense MS de Sergio Lizárraga,Que Bendición,0.756,0.526,8,-5.379,1,0.0408,0.581,1.08E-05,0.0875,0.94,144.942,176800,3,72,0
2283,2016,Lil Uzi Vert,Lil Uzi Vert Vs. The World,0.795,0.568,5,-7.817,0,0.142,0.0541,0,0.108,0.478,136.173,198944,4,78,0
2284,2013,Twenty One Pilots,Vessel,0.584,0.833,6,-5.9,1,0.041,0.00359,3.44E-05,0.169,0.324,140.013,267387,4,67,0
2285,2017,Joey Trap,Misadventures of Trap Jack,0.85,0.714,8,-4.331,0,0.268,0.164,0,0.11,0.549,145.909,88939,4,70,0
2286,2016,Kane Brown,Kane Brown,0.612,0.799,10,-4.603,1,0.0275,0.00898,0,0.172,0.687,125.976,188253,4,77,0
2287,2017,Clean Bandit,Symphony (feat. Zara Larsson),0.707,0.629,0,-4.581,0,0.0563,0.259,1.60E-05,0.138,0.457,122.863,212459,4,82,0
2288,2014,Ariana Grande,My Everything (Deluxe),0.472,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,236133,4,76,0
2289,2017,Nebu Kiniza,Coastin' (feat. Tk Kravitz),0.883,0.483,11,-8.728,1,0.329,0.00688,5.41E-06,0.0929,0.401,81.999,164624,4,65,0
2290,2014,The Weeknd,"Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]",0.66,0.382,2,-5.919,0,0.0304,0.391,0,0.0972,0.436,119.875,252227,3,76,0
2291,2015,Joel Adams,Please Don't Go,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94E-05,0.294,0.235,84.264,210580,4,77,0
2292,2017,Drake,More Life,0.787,0.69,7,-6.206,0,0.404,0.234,0,0.112,0.465,171.029,283551,4,73,0
2293,2017,Gucci Mane,Both (feat. Drake & Lil Wayne) [Remix],0.834,0.493,5,-6.567,0,0.128,0.0606,7.95E-05,0.0666,0.28,140.007,252017,4,63,0
2294,2013,Fall Out Boy,Save Rock And Roll,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32E-06,0.537,0.567,151.99,186827,4,68,0
2295,2016,Post Malone,Stoney (Deluxe),0.665,0.498,5,-8.185,1,0.0831,0.228,0,0.0757,0.127,81.967,179613,4,81,0
2296,2016,The Chainsmokers,Closer,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,4,86,0
2297,2017,Oliver Francis,Essentials,0.631,0.67,3,-9.829,1,0.0622,0.0223,0.138,0.358,0.0611,144.983,185491,4,66,0
2298,2014,Bad Suns,Language & Perspective,0.616,0.88,1,-3.59,1,0.042,0.0521,0.000717,0.0539,0.751,94.011,182518,4,62,0
2299,2013,Grouplove,Spreading Rumours,0.577,0.827,7,-7.54,1,0.0365,0.00338,0.000647,0.26,0.179,101.031,215520,4,64,0
2300,2014,Wild Party,Phantom Pop,0.54,0.825,2,-4.935,1,0.0563,0.00092,0,0.0488,0.608,148.059,162453,4,64,0
2301,2017,Kendrick Lamar,DAMN.,0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,185947,4,81,0
2302,2016,J. Cole,4 Your Eyez Only,0.713,0.419,11,-10.668,1,0.356,0.435,2.87E-06,0.126,0.253,91.634,201667,4,68,0
2303,2017,YoungBoy Never Broke Again,Ain't Too Long,0.697,0.493,5,-7.989,0,0.234,0.317,0,0.108,0.25,145.904,187089,4,65,0
2304,2013,Twenty One Pilots,Vessel,0.766,0.519,9,-7.355,0,0.0366,0.098,0,0.0855,0.612,129.972,267720,4,74,0
2305,2017,BROCKHAMPTON,SATURATION,0.808,0.647,11,-6.947,0,0.166,0.0716,0.000466,0.205,0.29,110.036,266000,4,69,0
2306,2014,Lee Brice,I Don't Dance (Deluxe Edition),0.587,0.559,1,-7.742,1,0.0321,0.399,6.69E-06,0.0992,0.19,92.036,221173,4,69,0
2307,2014,Ariana Grande,Santa Tell Me,0.506,0.628,7,-7.316,1,0.173,0.0545,0,0.301,0.556,191.708,204093,4,81,0
2308,2017,Taylor Swift,reputation,0.598,0.504,9,-9.874,1,0.0731,0.186,0.000221,0.34,0.252,163.954,203507,4,73,0
2309,2017,Harry Styles,Harry Styles,0.427,0.262,7,-8.541,1,0.0276,0.746,0,0.068,0.228,104.085,224867,4,73,0
2310,2015,Harrison Storm,Sense of Home,0.565,0.207,3,-10.926,1,0.032,0.892,1.80E-06,0.102,0.0904,140.068,265840,4,70,0
2311,2015,G-Eazy,When It's Dark Out,0.586,0.525,0,-8.968,1,0.498,0.0705,0,0.0729,0.491,126.51,222467,4,71,0
2312,2016,Childish Gambino,"""Awaken, My Love!""",0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,326933,4,81,0
2313,2015,Travis Scott,Rodeo (Deluxe),0.773,0.595,8,-6.062,0,0.161,0.114,2.47E-06,0.13,0.338,123.968,461840,4,66,0
2314,2016,Rob $tone,Chill Bill,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184,4,78,0
2315,2017,Christian Nodal,Me Dejé Llevar,0.647,0.373,7,-5.257,1,0.0282,0.192,0,0.138,0.671,137.869,181453,4,69,0
2316,2017,Phora,Yours Truly Forever,0.54,0.572,9,-8.665,1,0.115,0.624,0,0.14,0.43,82.562,252320,3,65,0
2317,2017,Hillsong Worship,What A Beautiful Name,0.424,0.506,2,-5.877,1,0.0284,0.201,0,0.11,0.138,135.902,238200,4,65,0
2318,2017,Harry Styles,Harry Styles,0.671,0.156,8,-16.288,1,0.0371,0.804,0.0518,0.113,0.201,94.08,211960,4,69,0
2319,2016,Various Artists,Moana (Original Motion Picture Soundtrack/Deluxe Edition),0.317,0.562,9,-9.609,1,0.395,0.124,0.000144,0.0667,0.132,181.1,175507,4,70,0
