	Year	Artist	Track	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Liveness	Valence	Tempo	Duration_ms	Time Signature
2757	2017	Old Dominion	Happy Endings	0.725	0.437	6	-9.602	1	0.0575	0.593	0.0	0.0842	0.759	83.985	184080	4
2758	2017	Chris Stapleton	From A Room: Volume 1	0.607	0.575	8	-7.066	1	0.0252	0.133	2.52e-06	0.0566	0.504	78.341	180907	4
2759	2011	Luke Bryan	Tailgates & Tanlines	0.645	0.904	2	-4.532	1	0.0462	0.0293	0.0	0.0834	0.671	105.97	225560	4
2760	2015	X Ambassadors	VHS	0.526	0.862	2	-6.003	1	0.0905	0.0144	0.0597	0.229	0.528	90.052	195200	4
2761	2017	Sam Smith	The Thrill Of It All (Special Edition)	0.382	0.379	7	-9.423	1	0.0515	0.285	3.24e-06	0.0858	0.148	175.515	221596	3
2762	2018	Little Mix	LM5 (Deluxe)	0.652	0.79	1	-5.122	1	0.0675	0.179	2.06e-06	0.0595	0.616	145.992	201720	4
2763	2018	Joji	BALLADS 1	0.809	0.483	5	-6.886	1	0.0487	0.8	0.0	0.221	0.715	96.974	168418	4
2764	2015	Jack Ü	Skrillex and Diplo present Jack Ü	0.432	0.781	4	-4.038	0	0.0567	0.041	4.21e-06	0.0789	0.197	139.432	250286	4
2765	2018	Mariah Carey	Caution	0.493	0.444	0	-7.728	1	0.0854	0.582	0.0	0.376	0.178	84.877	368280	4
2766	2013	Sara Bareilles	The Blessed Unrest	0.551	0.836	10	-3.838	0	0.0524	0.00502	2.1e-05	0.0425	0.758	185.063	220573	4
2767	2018	Mac Miller	Swimming	0.599	0.317	1	-11.212	1	0.174	0.748	0.0	0.111	0.203	148.09	215413	4
2768	2018	Dan + Shay	Dan + Shay	0.489	0.581	11	-5.731	1	0.0281	0.0312	0.0	0.132	0.494	86.016	196747	4
2769	2010	Bruno Mars	Doo-Wops & Hooligans	0.62	0.832	10	-4.848	1	0.036	0.332	0.0	0.104	0.481	144.926	230120	4
2770	2018	YoungBoy Never Broke Again	4Respect 4Freedom 4Loyalty 4WhatImportant	0.615	0.723	5	-3.764	0	0.0883	0.159	0.0	0.191	0.201	112.722	204356	5
2771	2016	Frank Ocean	Blonde	0.444	0.0924	0	-15.605	1	0.0366	0.784	0.0	0.304	0.219	108.917	248808	4
2772	2018	Anderson .Paak	Oxnard	0.475	0.579	1	-9.061	1	0.165	0.0344	0.000192	0.674	0.475	103.288	203573	4
2773	2017	Trippie Redd	A Love Letter To You	0.741	0.761	4	-3.871	0	0.0512	0.235	0.0	0.119	0.217	81.543	149576	4
2774	2016	6LACK	FREE 6LACK	0.773	0.564	1	-7.241	1	0.249	0.00561	1.99e-05	0.213	0.0588	155.976	211960	4
2775	2016	Post Malone	Stoney (Deluxe)	0.628	0.553	0	-8.967	1	0.0472	0.294	0.00551	0.0825	0.367	140.026	249027	4
2776	2018	Joji	BALLADS 1	0.388	0.52	2	-8.354	1	0.0593	0.257	0.185	0.113	0.196	84.851	127318	4
2777	2006	Fergie	The Dutchess	0.712	0.647	7	-4.277	1	0.0336	0.239	0.0	0.0955	0.292	113.116	268120	4
2778	2018	Meek Mill	Oodles O' Noodles Babies	0.567	0.816	2	-4.348	1	0.294	0.547	0.0	0.344	0.653	72.221	184261	4
2779	2017	Bad Bunny	Me Mata	0.841	0.53	9	-11.467	1	0.205	0.551	0.0	0.119	0.686	114.028	412632	4
2780	2018	6LACK	East Atlanta Love Letter	0.457	0.337	6	-10.825	0	0.166	0.576	9.27e-06	0.19	0.184	66.933	265883	3
2781	2017	Shawn Mendes	Illuminate (Deluxe)	0.555	0.662	11	-4.952	0	0.0827	0.125	0.0	0.111	0.356	148.128	208733	4
2782	2012	fun.	Some Nights (Spotify Exclusive)	0.378	0.638	10	-5.576	1	0.075	0.02	7.66e-05	0.0849	0.735	184.086	250627	4
2783	2018	Metro Boomin	NOT ALL HEROES WEAR CAPES (Deluxe)	0.674	0.383	8	-12.617	0	0.0416	0.195	0.217	0.213	0.347	135.974	226333	4
2784	2001	Kid Rock	Cocky	0.692	0.496	7	-7.332	1	0.0241	0.172	6.42e-06	0.107	0.376	97.945	298960	4
2785	2018	Becky G	Cuando Te Besé	0.772	0.732	9	-3.713	0	0.213	0.307	5.14e-06	0.106	0.295	100.048	254383	4
2786	2018	Panic! At The Disco	Pray For The Wicked	0.52	0.878	6	-1.768	0	0.0616	0.0133	0.0	0.0433	0.783	168.033	166733	4
2787	2004	Green Day	American Idiot	0.38	0.988	1	-2.042	1	0.0639	2.64e-05	7.86e-05	0.368	0.769	186.113	176346	4
2788	2017	Jeremy Zucker	idle	0.759	0.358	4	-8.326	0	0.0707	0.425	0.0	0.288	0.679	138.057	189800	4
2789	2017	Taylor Swift	reputation	0.624	0.691	0	-6.686	0	0.196	0.0604	1.1e-05	0.138	0.284	160.024	211507	4
2790	2009	Jason Aldean	Wide Open	0.623	0.59	4	-5.014	1	0.028	0.646	0.0	0.295	0.579	137.071	204200	4
2791	2007	Soulja Boy	souljaboytellem.com	0.732	0.724	0	-2.104	1	0.101	0.511	0.0	0.0491	0.808	140.13	221933	4
2792	2000	Eminem	The Marshall Mathers LP	0.95	0.665	5	-4.286	0	0.061	0.0339	0.0	0.0453	0.76	104.504	284200	4
2793	2018	Trippie Redd	LIFE'S A TRIP	0.722	0.868	11	-5.34	0	0.16	0.135	0.0	0.101	0.671	87.011	164335	4
2794	2009	Florence + The Machine	Lungs (Deluxe Edition)	0.492	0.81	7	-5.315	1	0.0847	0.0416	0.00379	0.117	0.245	149.954	251840	4
2795	2012	fun.	Some Nights (Spotify Exclusive)	0.378	0.638	10	-5.576	1	0.075	0.02	7.66e-05	0.0849	0.735	184.086	250627	4
2796	2018	Ty Dolla $ign	Beach House 3 (Deluxe)	0.964	0.555	5	-6.245	0	0.0499	0.0301	0.000567	0.128	0.338	130.017	218261	4
2797	2018	John Gurney	Home With Her	0.731	0.614	7	-7.525	0	0.0628	0.137	1.3e-05	0.151	0.508	80.025	179231	4
2798	2018	Wisin & Yandel	Reggaetón en lo Oscuro	0.744	0.894	1	-3.685	1	0.0769	0.0627	3.71e-06	0.108	0.729	92.018	208947	4
2799	2013	Drake	Nothing Was The Same (Deluxe)	0.794	0.522	8	-7.829	1	0.159	0.0328	0.0	0.156	0.567	86.318	174133	4
2800	2018	DJ Esco	KOLORBLIND	0.879	0.617	1	-6.333	1	0.254	0.199	0.0	0.264	0.345	144.399	202861	4
2801	2013	Kodaline	In A Perfect World	0.209	0.412	0	-9.733	1	0.0443	0.172	0.15	0.0843	0.162	86.26	305747	3
2802	2015	Halsey	BADLANDS (Deluxe)	0.731	0.58	10	-7.328	0	0.0399	0.223	0.0	0.129	0.319	119.997	199593	4
2803	2016	Young Thug	Slime Season 3	0.769	0.632	10	-4.228	0	0.0537	0.0325	0.0	0.116	0.294	131.932	176387	4
2804	2018	Sigala	Just Got Paid	0.732	0.922	6	-1.829	0	0.0975	0.0348	0.0	0.146	0.589	120.033	218250	4
2805	2018	Saweetie	ICY GRL	0.927	0.563	7	-5.827	1	0.175	0.0306	0.0	0.0736	0.842	103.312	109302	4
2806	2009	Lady Gaga	The Fame Monster	0.697	0.921	0	-3.75	1	0.0391	0.00305	3.65e-05	0.0831	0.721	118.99	294573	4
2807	2018	Eminem	Venom (Music From The Motion Picture)	0.75	0.789	0	-5.058	1	0.0647	0.0148	0.0	0.501	0.467	135.954	269573	4
2808	2016	Post Malone	Stoney (Deluxe)	0.535	0.55	4	-7.249	1	0.0229	0.246	0.000105	0.124	0.619	90.086	324853	4
2809	2018	Justin Timberlake	Say Something	0.707	0.632	10	-7.031	1	0.0789	0.103	1.09e-05	0.0841	0.372	97.04	278893	4
2810	2015	Tame Impala	Currents	0.602	0.881	1	-5.875	0	0.0443	0.00462	0.0266	0.111	0.577	125.012	467587	4
2811	2016	The Weeknd	Starboy	0.624	0.424	1	-8.237	1	0.24	0.284	0.0	0.173	0.584	76.669	206013	4
2812	2017	21 Savage	Without Warning	0.88	0.428	9	-8.28	1	0.206	0.149	5.07e-05	0.114	0.333	100.007	172800	4
2813	2017	Lee Brice	Lee Brice	0.655	0.56	9	-6.857	1	0.0486	0.749	0.0	0.115	0.599	140.975	198440	4
2814	2017	Halsey	hopeless fountain kingdom (Deluxe)	0.602	0.724	2	-3.469	0	0.0352	0.0184	0.0	0.606	0.451	100.064	205660	4
2815	2017	Imagine Dragons	Evolve	0.447	0.74	3	-6.607	1	0.0475	0.0122	0.000228	0.0958	0.102	93.759	231720	4
2816	2005	Coldplay	X & Y	0.209	0.418	3	-8.74	1	0.0338	0.163	0.00195	0.113	0.123	138.265	295533	4
2817	2005	Fall Out Boy	From Under The Cork Tree	0.499	0.824	7	-4.741	1	0.0794	0.00898	0.0	0.163	0.699	161.977	229093	4
2818	2018	J. Cole	KOD	0.72	0.626	8	-9.351	1	0.397	0.0607	0.0	0.0728	0.182	75.032	286730	4
2819	2018	The Chainsmokers	Sick Boy...Siren	0.662	0.741	8	-5.256	1	0.0317	0.0013	0.0	0.566	0.532	110.032	173840	4
2820	2018	Lil Yachty	Nuthin' 2 Prove	0.886	0.303	10	-11.199	1	0.792	0.521	0.0	0.169	0.322	127.981	168439	4
2821	2018	BTS	Love Yourself 結 'Answer'	0.509	0.558	2	-6.369	0	0.0276	0.29	0.0	0.131	0.327	135.879	240362	4
2822	2016	Post Malone	Stoney (Deluxe)	0.575	0.734	2	-4.949	1	0.057	0.0757	0.0	0.241	0.494	83.986	179827	4
2823	2012	Jason Mraz	I Won't Give Up	0.585	0.303	4	-10.058	1	0.0398	0.694	0.0	0.115	0.142	136.703	240166	3
2824	2017	Tee Grizzley	My Moment	0.587	0.711	1	-6.33	1	0.42	0.171	0.0	0.125	0.381	98.008	254694	4
2825	2002	Eminem	The Eminem Show	0.664	0.81	5	-4.295	0	0.0983	0.00196	1.62e-06	0.0559	0.162	164.052	339667	4
2826	2017	Romeo Santos	Golden	0.737	0.709	8	-6.889	0	0.045	0.333	0.0	0.289	0.556	125.997	234829	4
2827	2018	YoungBoy Never Broke Again	Genie	0.598	0.605	7	-4.92	0	0.452	0.286	0.0	0.0875	0.513	159.517	194792	4
2828	2018	The Carters	EVERYTHING IS LOVE	0.705	0.784	2	-6.477	1	0.271	0.0133	0.0	0.168	0.377	160.035	264853	4
2829	2018	Arcangel	Original	0.798	0.487	1	-4.939	1	0.206	0.0682	0.0	0.0925	0.292	151.02	246360	4
2830	2015	Old Dominion	Meat and Candy	0.687	0.793	5	-3.577	1	0.0333	0.305	3.23e-06	0.1	0.673	100.991	206507	4
2831	2010	Taio Cruz	Rokstarr	0.754	0.804	4	-3.177	1	0.0853	0.00332	0.0	0.0329	0.818	119.968	203867	4
2832	2018	Imagine Dragons	Origins (Deluxe)	0.636	0.718	1	-4.833	0	0.0313	0.00483	6.51e-06	0.292	0.437	143.929	217867	4
2833	2007	J. Holiday	Back Of My Lac'	0.684	0.606	5	-7.268	0	0.0504	0.17	0.0	0.058	0.723	127.901	275107	4
2834	2018	Lil Yachty	Nuthin' 2 Prove	0.884	0.59	8	-4.886	1	0.377	0.0195	0.0	0.108	0.346	74.947	185137	4
2835	2004	The Killers	Hot Fuss	0.33	0.936	1	-3.66	1	0.0917	0.00108	0.0	0.0926	0.234	148.112	222587	4
2836	2014	Beyoncé	BEYONCÉ [Platinum Edition]	0.747	0.705	9	-5.137	0	0.126	0.0128	0.0	0.126	0.56	136.024	213507	4
2837	2016	BTS	Wings	0.583	0.885	0	-3.571	0	0.106	0.0244	0.0	0.357	0.601	92.959	217052	4
2838	2016	Kane Brown	Chapter 1 - EP	0.525	0.674	1	-6.053	1	0.0282	0.0405	0.0	0.339	0.431	147.978	181680	4
2839	2005	Death Cab for Cutie	Plans	0.517	0.206	5	-12.233	1	0.0421	0.924	0.0	0.118	0.489	80.401	189187	4
2840	2011	Adele	21	0.305	0.452	0	-6.077	0	0.0293	0.952	1.68e-05	0.129	0.21	79.83	250133	4
2841	2016	Post Malone	Stoney (Deluxe)	0.628	0.553	0	-8.967	1	0.0472	0.294	0.00551	0.0825	0.367	140.026	249027	4
2842	2018	Kevin Gates	Luca Brasi 3	0.649	0.826	7	-4.916	0	0.363	0.521	0.0	0.242	0.655	120.278	252000	4
2843	2011	Adele	21	0.61	0.683	2	-3.879	0	0.0253	0.00382	1.79e-06	0.125	0.466	108.003	241693	4
2844	2014	Ty Dolla $ign	Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) [Remix Version]	0.805	0.33	1	-8.712	0	0.1	0.22	0.0	0.105	0.211	121.97	242983	4
2845	2005	Eminem	Curtain Call (Deluxe)	0.698	0.732	2	-4.522	1	0.266	0.00704	0.000647	0.359	0.0689	171.431	326467	4
2846	2018	Logic	YSIV	0.682	0.881	10	-6.126	0	0.274	0.0964	0.0	0.727	0.273	175.978	266440	4
2847	2018	Tim McGraw	Neon Church	0.471	0.791	0	-4.817	1	0.0506	0.0836	0.0	0.0868	0.355	128.007	213399	4
2848	2018	Logic	Bobby Tarantino II	0.805	0.824	1	-5.844	1	0.0534	0.102	0.0	0.198	0.649	126.012	217147	4
2849	2018	Tee Grizzley	Still My Moment	0.826	0.657	2	-8.277	1	0.274	0.312	2.22e-06	0.0373	0.334	99.985	182491	4
2850	2018	Imagine Dragons	Origins (Deluxe)	0.636	0.718	1	-4.833	0	0.0313	0.00483	6.51e-06	0.292	0.437	143.929	217867	4
2851	2018	Ozuna	Aura	0.653	0.859	0	-3.048	1	0.0449	0.212	0.0	0.111	0.705	174.037	218387	4
2852	2018	Tiësto	WOW	0.601	0.99	6	-3.016	1	0.337	0.00116	0.52	0.124	0.192	127.958	148125	4
2853	2010	Rick Ross	Teflon Don	0.57	0.58	10	-5.547	0	0.209	0.0125	0.0	0.0497	0.405	171.917	270627	4
2854	2018	Juice WRLD	Goodbye & Good Riddance	0.671	0.529	0	-7.226	1	0.307	0.0769	0.000335	0.0856	0.203	161.989	165820	4
2855	2016	Florida Georgia Line	Dig Your Roots	0.525	0.685	7	-3.954	0	0.0351	0.385	0.0	0.0731	0.54	78.003	194187	4
2856	2018	Queen	Bohemian Rhapsody (The Original Soundtrack)	0.316	0.86	7	-5.038	0	0.0661	0.175	4.92e-05	0.902	0.195	100.888	237026	3
2857	2016	Yung Gravy	Mr. Clean - EP	0.717	0.76	9	-4.892	1	0.164	0.786	0.000188	0.107	0.669	106.32	210861	4
2858	2018	Dan + Shay	Keeping Score (feat. Kelly Clarkson)	0.567	0.622	4	-4.29	1	0.0317	0.225	0.0	0.138	0.336	135.97	220213	4
2859	2018	G-Eazy	Rewind	0.6	0.769	7	-6.089	0	0.264	0.25	0.0	0.109	0.491	178.081	200411	4
2860	2014	G-Eazy	These Things Happen	0.671	0.672	4	-9.188	0	0.12	0.103	3.98e-05	0.074	0.186	117.96	240680	4
2861	2002	Norah Jones	Come Away With Me	0.732	0.198	5	-11.775	1	0.028	0.883	1.1e-05	0.0659	0.618	88.174	186147	4
2862	2018	YoungBoy Never Broke Again	Decided	0.708	0.735	11	-4.929	0	0.163	0.283	0.0	0.113	0.719	159.957	230208	4
2863	2016	eery	Her	0.662	0.393	11	-11.556	0	0.133	0.813	0.08	0.231	0.505	82.018	123220	4
2864	2018	MadeinTYO	Sincerely, Tokyo	0.936	0.495	1	-6.062	1	0.229	0.0254	0.0	0.087	0.299	139.951	161013	4
2865	2018	Ella Mai	Ella Mai	0.656	0.616	5	-4.668	1	0.0392	0.17	0.0	0.219	0.269	98.871	179411	4
2866	2017	Daya	New	0.715	0.742	0	-4.331	1	0.0347	0.052	2.47e-05	0.364	0.322	106.971	230880	4
2867	2018	Gucci Mane	I'm Not Goin' (feat. Kevin Gates)	0.847	0.54	2	-5.767	1	0.3	0.171	0.0	0.128	0.299	131.009	196087	4
2868	2015	Alan Walker	Faded	0.589	0.651	6	-5.097	1	0.0306	0.0291	3.2e-06	0.111	0.166	90.011	212627	4
2869	2018	Lennon Stella	Bad	0.827	0.613	8	-5.34	1	0.0621	0.366	1.25e-05	0.093	0.747	137.96	177973	4
2870	2013	Panic! At The Disco	Too Weird To Live, Too Rare To Die!	0.592	0.891	5	-4.766	0	0.0522	0.000912	0.000128	0.25	0.571	127.955	186600	4
2871	2018	Weezer	Africa	0.5	0.77	8	-5.059	1	0.0432	0.238	0.00636	0.104	0.633	92.223	238148	4
2872	2018	Kevin Gates	Luca Brasi 3	0.832	0.838	9	-2.713	1	0.313	0.349	0.0	0.27	0.528	134.966	206002	4
2873	2018	Michael Bublé	love (Deluxe Edition)	0.693	0.435	7	-4.177	0	0.0384	0.535	1.37e-06	0.24	0.488	117.593	202854	4
2874	2015	Old Dominion	Meat and Candy	0.687	0.793	5	-3.577	1	0.0333	0.305	3.23e-06	0.1	0.673	100.991	206507	4
2875	2018	Migos	Culture II	0.936	0.588	7	-6.948	0	0.136	0.0146	0.0	0.139	0.238	124.987	255379	4
2876	2017	Anna Clendening	Boys Like You (Acoustic)	0.477	0.128	2	-14.567	1	0.0707	0.928	0.0	0.0875	0.38	88.917	238576	4
2877	2018	Sam Hunt	Downtown's Dead	0.624	0.696	11	-6.006	1	0.0469	0.109	0.0	0.132	0.392	82.001	213987	4
2878	2018	Eminem	Kamikaze	0.616	0.684	7	-6.032	1	0.311	0.0305	0.0	0.376	0.312	179.503	309638	4
2879	2015	Tyler Farr	Suffer in Peace	0.481	0.748	7	-3.841	1	0.0296	0.0132	1.42e-05	0.0732	0.631	157.989	185520	4
2880	2018	Charlie Puth	Voicenotes	0.675	0.604	1	-6.266	1	0.193	0.752	0.0	0.111	0.456	168.034	190533	4
2881	2018	Bad Bunny	Dime Si Te Acuerdas	0.734	0.598	1	-9.084	1	0.0647	0.488	0.0	0.166	0.338	131.959	187273	4
2882	2015	Ellie Goulding	Delirium (Deluxe)	0.702	0.705	0	-6.666	1	0.0543	0.258	5.93e-06	0.0879	0.743	154.911	213445	4
2883	2018	Tyler, The Creator	Potato Salad	0.538	0.612	2	-6.02	1	0.424	0.308	0.0	0.213	0.684	168.197	182493	4
2884	2018	Christian Nodal	No Te Contaron Mal	0.617	0.57	9	-3.074	0	0.0374	0.388	0.0	0.143	0.632	163.2	156947	4
2885	2017	Lil Peep	Come Over When You're Sober, Pt. 1	0.534	0.583	2	-8.672	1	0.0288	0.0262	0.0	0.421	0.145	105.997	231547	4
2886	2017	Anna Clendening	Boys Like You (Acoustic)	0.477	0.128	2	-14.567	1	0.0707	0.928	0.0	0.0875	0.38	88.917	238576	4
2887	2018	BTS	Love Yourself 結 'Answer'	0.707	0.791	5	-4.481	0	0.035	0.181	0.0	0.102	0.678	106.985	246334	4
2888	2018	Khalid	Suncity	0.487	0.458	4	-7.761	0	0.0371	0.552	0.0257	0.117	0.207	115.989	270413	4
2889	2018	Post Malone	beerbongs & bentleys	0.6	0.767	5	-4.232	0	0.0868	0.26	0.0	0.0979	0.291	164.079	228147	4
2890	2017	JP Cooper	Raised Under Grey Skies (Deluxe)	0.614	0.615	0	-6.7	0	0.0444	0.054	0.0	0.0921	0.374	95.941	220291	4
2891	2002	Eminem	The Eminem Show	0.572	0.853	1	-3.203	1	0.217	0.0757	0.0	0.0798	0.102	171.297	297893	4
2892	2018	Imagine Dragons	Origins (Deluxe)	0.429	0.559	2	-7.493	1	0.152	0.139	0.00928	0.121	0.347	100.073	187800	4
2893	2018	Quavo	W O R K I N M E	0.79	0.629	8	-4.055	1	0.142	0.182	7.06e-06	0.338	0.267	170.023	169620	4
2894	2018	Kygo	Born To Be Yours	0.688	0.688	3	-5.84	1	0.0357	0.3	0.0	0.0982	0.451	114.011	193321	4
2895	2018	Lil Wayne	Hasta La Vista	0.801	0.738	5	-4.721	0	0.119	0.0168	0.0	0.378	0.856	149.962	171173	4
2896	2017	YoungBoy Never Broke Again	AI YoungBoy	0.589	0.706	5	-5.876	0	0.088	0.168	0.0	0.116	0.335	140.1	206398	4
2897	2018	Drake	Scorpion	0.413	0.677	1	-5.12	1	0.255	0.0249	0.0	0.0793	0.0845	172.501	302173	4
2898	2018	6LACK	East Atlanta Love Letter	0.664	0.664	7	-6.104	1	0.0393	0.0427	0.00489	0.104	0.19	176.678	207071	4
2899	2017	Lil Peep	Come Over When You're Sober, Pt. 1	0.265	0.827	7	-4.661	1	0.104	0.0434	0.0	0.117	0.131	82.032	224053	4
2900	2018	gnash	the broken hearts club	0.62	0.288	4	-9.431	1	0.123	0.801	0.0	0.344	0.691	100.385	184468	4
2901	2018	Metro Boomin	NOT ALL HEROES WEAR CAPES (Deluxe)	0.317	0.239	1	-12.036	0	0.0331	0.744	0.0	0.169	0.391	78.251	80467	3
2902	2018	Mac Miller	Swimming	0.599	0.317	1	-11.212	1	0.174	0.748	0.0	0.111	0.203	148.09	215413	4
2903	2017	Bruno Mars	Finesse (Remix) [feat. Cardi B]	0.704	0.859	5	-4.877	0	0.0996	0.0185	0.0	0.0215	0.926	105.115	217289	4
2904	2018	Lost Kings	When We Were Young	0.547	0.789	8	-5.619	1	0.042	0.00871	0.0	0.1	0.345	129.916	193911	4
2905	2018	The Chainsmokers	This Feeling - Remixes	0.415	0.859	10	-3.809	0	0.0803	0.00611	0.00502	0.087	0.291	105.062	224013	4
2906	2011	Foster The People	Torches	0.733	0.71	5	-5.849	0	0.0292	0.145	0.115	0.0956	0.965	127.975	239600	4
2907	2018	Metro Boomin	NOT ALL HEROES WEAR CAPES (Deluxe)	0.732	0.69	4	-7.745	0	0.174	0.538	9.37e-05	0.191	0.636	117.157	218627	4
2908	2015	The Weeknd	Beauty Behind The Madness	0.705	0.769	9	-5.526	0	0.0426	0.112	0.0	0.105	0.59	107.939	213520	4
2909	2005	Eminem	Curtain Call (Deluxe)	0.698	0.732	2	-4.522	1	0.266	0.00704	0.000647	0.359	0.0689	171.431	326467	4
2910	2015	Travis Scott	Rodeo (Deluxe)	0.648	0.631	4	-5.662	0	0.103	0.377	0.0	0.12	0.142	105.989	349933	4
2911	2013	Twenty One Pilots	Vessel	0.608	0.776	11	-3.635	1	0.0511	0.241	0.0	0.0713	0.814	89.996	263733	4
2912	2014	Sam Smith	In The Lonely Hour	0.677	0.485	5	-5.795	1	0.0361	0.529	2.04e-05	0.0766	0.493	82.001	239317	4
2913	2014	Beyoncé	BEYONCÉ [Platinum Edition]	0.747	0.705	9	-5.137	0	0.126	0.0128	0.0	0.126	0.56	136.024	213507	4
2914	2015	Justin Bieber	Purpose (Deluxe)	0.617	0.8	4	-5.024	0	0.0654	0.147	0.0	0.0852	0.42	94.985	208120	4
2915	2013	Capital Cities	In A Tidal Wave Of Mystery (Deluxe Edition)	0.656	0.821	0	-4.838	1	0.0325	0.000194	0.00232	0.101	0.791	117.948	192790	5
2916	2010	Drake	Thank Me Later	0.602	0.81	7	-4.653	1	0.286	0.0141	7.66e-06	0.324	0.275	156.325	234333	4
2917	2016	Frank Ocean	Blonde	0.572	0.209	8	-10.413	1	0.0313	0.765	0.0	0.356	0.446	80.069	249668	4
2918	2016	Post Malone	Stoney (Deluxe)	0.575	0.734	2	-4.949	1	0.057	0.0757	0.0	0.241	0.494	83.986	179827	4
2919	2017	Logic	Everybody	0.885	0.94	1	-5.908	1	0.0909	0.158	0.0	0.0675	0.77	110.005	162347	4
2920	2018	flora cash	You're Somebody Else	0.713	0.452	1	-9.638	1	0.0295	0.841	0.0038	0.105	0.235	102.963	218883	4
2921	2017	Selena Gomez	Bad Liar	0.965	0.414	1	-6.408	1	0.0713	0.189	0.0	0.0767	0.728	121.032	214648	4
2922	2015	Tame Impala	Currents	0.602	0.881	1	-5.875	0	0.0443	0.00462	0.0266	0.111	0.577	125.012	467587	4
2923	2018	Logic	YSIV	0.844	0.935	7	-3.585	1	0.0641	0.556	0.0	0.42	0.958	118.999	353453	4
2924	2017	Charli XCX	Boys	0.867	0.545	2	-5.192	1	0.0625	0.0646	0.000289	0.0505	0.525	139.943	162586	4
2925	2018	Young Thug	On The Rvn	0.759	0.498	10	-10.615	1	0.0776	0.223	5.84e-05	0.406	0.244	126.972	195160	4
2926	2017	Thomas Rhett	Life Changes	0.607	0.841	9	-3.772	0	0.0371	0.000899	0.0	0.34	0.505	104.978	223627	4
2927	2012	Frank Ocean	channel ORANGE	0.405	0.647	5	-6.109	0	0.0482	0.0134	7.62e-05	0.819	0.196	131.952	592920	4
2928	2010	Nelly	5.0	0.531	0.752	1	-6.161	1	0.0305	0.0421	0.0	0.12	0.103	89.917	237800	4
2929	2003	50 Cent	Get Rich Or Die Tryin'	0.547	0.807	6	-4.083	0	0.36	0.388	9.11e-05	0.0436	0.919	79.823	224427	3
2930	2017	Imagine Dragons	Evolve	0.447	0.74	3	-6.607	1	0.0475	0.0122	0.000228	0.0958	0.102	93.759	231720	4
2931	2016	Granger Smith	Remington	0.488	0.833	11	-6.571	1	0.0437	0.0352	0.0172	0.34	0.751	174.006	236787	4
2932	2018	2 Chainz	Hot Wings Are A Girl’s Best Friend	0.901	0.408	9	-8.061	1	0.0814	0.00975	0.116	0.1	0.485	99.999	193160	4
2933	2018	Billie Eilish	when the party's over	0.498	0.104	1	-14.08	0	0.0621	0.979	7.86e-05	0.0895	0.205	124.001	199931	3
2934	2018	benny blanco	I Found You (with Calvin Harris)	0.775	0.872	6	-4.194	1	0.0469	0.033	0.0579	0.298	0.379	122.994	191496	4
2935	2018	Ty Dolla $ign	Beach House 3 (Deluxe)	0.88	0.728	10	-6.939	0	0.205	0.136	5.42e-05	0.337	0.715	160.976	200373	4
2936	2016	Drake	Views	0.739	0.472	1	-11.204	1	0.156	0.0145	7.27e-06	0.207	0.289	80.03	241400	4
2937	2017	Quinn XCII	The Story of Us	0.731	0.588	3	-5.217	1	0.0749	0.334	0.0	0.278	0.449	80.019	235720	4
2938	2018	Maisie Peters	Worst of You	0.741	0.466	4	-7.258	1	0.0357	0.558	0.0	0.0583	0.351	102.058	197369	4
2939	2018	Ella Mai	Ella Mai	0.395	0.456	7	-5.358	1	0.0456	0.432	0.0	0.108	0.0608	103.85	181644	4
2940	2017	Halsey	hopeless fountain kingdom (Deluxe)	0.675	0.751	0	-3.539	1	0.0296	0.0604	0.0	0.0893	0.612	118.384	181279	4
2941	2017	Billie Eilish	dont smile at me	0.692	0.394	11	-8.745	0	0.207	0.472	0.000191	0.117	0.324	89.936	170852	4
2942	2018	Martin Garrix	Ocean (feat. Khalid)	0.506	0.693	0	-7.265	0	0.0412	0.584	9.58e-05	0.0891	0.221	139.912	216420	4
2943	2007	Various Artists	Christmas Number 1's	0.665	0.363	0	-12.983	1	0.0318	0.644	0.0	0.15	0.824	140.296	133293	4
2944	2017	Calvin Harris	Funk Wav Bounces Vol.1	0.893	0.745	11	-3.105	0	0.0571	0.0642	0.0	0.0943	0.872	101.018	223413	4
2945	2018	YG	STAY DANGEROUS	0.776	0.515	10	-7.415	0	0.411	0.137	0.0	0.321	0.448	162.488	153707	3
2946	2017	mansionz	Mansionz	0.834	0.551	5	-4.217	1	0.43	0.353	0.0	0.103	0.5	76.938	148494	4
2947	2015	Alessia Cara	Know-It-All (Deluxe)	0.741	0.626	1	-4.826	0	0.0886	0.02	0.0	0.0828	0.706	108.029	188493	4
2948	2018	Red Velvet	The Perfect Red Velvet - The 2nd Album Repackage	0.714	0.736	2	-3.801	1	0.0457	0.191	0.0	0.0553	0.814	149.985	210818	4
2949	2004	Keane	Hopes And Fears	0.447	0.662	9	-4.221	1	0.0259	0.0597	2.88e-06	0.0869	0.307	172.015	236160	4
2950	2017	Marshmello	Silence	0.52	0.761	4	-3.093	1	0.0853	0.256	4.96e-06	0.17	0.286	141.971	180823	4
