	Track	Track_Popularity	Artist_Popularity
3500	We Be Burnin'	55	83
3501	Just the Girl	59	52
3502	True	63	51
3503	O	47	67
3504	Back Then	56	57
3505	Chariot	55	69
3506	Mississippi Girl	47	66
3507	Number One Spot	44	77
3508	Bad Day	76	65
3509	Temperature	76	83
3510	Unwritten	76	68
3511	Crazy	71	68
3512	SexyBack	54	83
3513	Check On It	15	0
3514	Be Without You	63	72
3515	Over My Head (Cable Car)	71	74
3516	Me & U	70	61
3517	Buttons	45	0
3518	Run It!	64	89
3519	So Sick	78	80
3520	SOS	67	91
3521	I Write Sins Not Tragedies	76	88
3522	Move Along	66	70
3523	London Bridge	61	73
3524	Dani California	75	85
3525	What Hurts The Most	69	72
3526	How To Save A Life	81	74
3527	Unfaithful	72	91
3528	Chasing Cars	77	74
3529	Lips Of An Angel	69	63
3530	Everytime We Touch	69	69
3531	Dance, Dance	74	82
3532	Photograph	66	78
3533	Because Of You	73	79
3534	Stickwitu	61	71
3535	My Humps	63	79
3536	Yo (Excuse Me Miss)	69	89
3537	Walk Away	49	79
3538	Laffy Taffy	64	52
3539	What You Know	61	80
3540	Dirty Little Secret	68	70
3541	Savin' Me	53	78
3542	Sexy Love	66	80
3543	Far Away	67	78
3544	Black Horse & The Cherry Tree	60	61
3545	There It Go! (The Whistle Song)	56	67
3546	Bossy	49	0
3547	Chain Hang Low	57	46
3548	One Wish	62	62
3549	Sugar, We're Goin' Down	77	82
3550	Gimme That	48	0
3551	Who Says You Can't Go Home	54	79
3552	Too Little Too Late	73	67
3553	Touch It	51	75
3554	Rompe	75	89
3555	Life Is A Highway	67	72
3556	Call Me When You're Sober	64	73
3557	Jesus, Take The Wheel	60	75
3558	Show Stopper	54	52
3559	We Be Burnin'	55	83
3560	Hate Me	57	61
3561	You And Me	75	68
3562	Beep	0	0
3563	Say Goodbye	60	89
3564	Waiting On The World To Change	74	84
3565	Pump It	66	79
3566	When I'm Gone	69	96
3567	Hung Up	67	78
3568	Love	64	67
3569	When You're Mad	56	80
3570	Why You Wanna	50	80
3571	Stupid Girls	54	83
3572	Feel Good Inc	80	80
3573	Do I Make You Proud	31	27
3574	For You I Will (Confidence)	48	46
3575	Irreplaceable	76	87
3576	Big Girls Don't Cry	68	73
3577	Before He Cheats	71	75
3578	Hey There Delilah	78	70
3579	Say It Right	54	74
3580	Girlfriend	67	80
3581	Makes Me Wonder	60	90
3582	Party Like A Rockstar	52	45
3583	This Is Why I'm Hot	56	48
3584	The Way I Are	20	0
3585	Fergalicious	71	73
3586	What Goes Around...Comes Around	61	83
3587	How To Save A Life	81	74
3588	Home	56	68
3589	Stronger	74	92
3590	We Fly High	58	59
3591	U + Ur Hand	59	83
3592	Walk It Out	53	68
3593	Beautiful Girls	75	73
3594	This Ain't A Scene, It's An Arms Race	67	82
3595	Pop, Lock & Drop It	51	64
3596	Rockstar	66	78
3597	Thnks Fr Th Mmrs	74	82
3598	What I've Done	76	86
3599	Summer Love	46	83
3600	Wait For You	65	54
3601	Last Night	34	21
3602	Ice Box	63	67
3603	Lips Of An Angel	69	63
3604	Waiting On The World To Change	74	84
3605	Lost Without U	62	68
3606	If Everyone Cared	55	78
3607	Get It Shawty	58	67
3608	Face Down	72	64
3609	It Ends Tonight	59	70
3610	A Bay Bay	51	45
3611	Because Of You	73	80
3612	Welcome To The Black Parade	75	77
3613	Shawty	41	0
3614	Chasing Cars	77	74
3615	SexyBack	54	83
3616	Keep Holding On	55	80
3617	Bubbly	69	74
3618	Like A Boy	60	75
3619	Who Knew	65	83
3620	Never Again	45	79
3621	Promise	55	75
3622	Bed	68	61
3623	Rehab	74	79
3624	Big Things Poppin' (Do It)	21	80
3625	No One	78	79
3626	The Great Escape	64	62
3627	2 Step	47	68
3628	Here (In Your Arms)	54	51
3629	On The Hotline	57	61
3630	Wind It Up	46	74
3631	First Time	45	68
3632	Teardrops On My Guitar	63	89
3633	Shut Up And Drive	64	91
3634	Snow ((Hey Oh))	79	85
3635	Far Away	67	78
3636	LoveStoned	52	83
3637	Better Than Me	60	63
3638	Paralyzer	68	58
3639	Bleeding Love	79	74
3640	No One	78	79
3641	No Air	47	0
3642	Love Song	75	72
3643	With You	67	89
3644	Forever	67	89
3645	Take A Bow	78	91
3646	Viva La Vida	79	89
3647	I Kissed A Girl	71	83
3648	Whatever You Like	73	80
3649	Disturbia	73	91
3650	Pocketful Of Sunshine	62	68
3651	Closer	58	80
3652	Bubbly	69	74
3653	Touch My Body	64	83
3654	So What	63	83
3655	Paralyzer	68	58
3656	Clumsy	57	73
3657	I'm Yours	36	81
3658	Leavin'	62	66
3659	Tattoo	62	68
3660	See You Again	56	80
3661	Shake It	70	59
3662	Stop And Stare	60	83
3663	Take You There	60	73
3664	Paper Planes	69	68
3665	Hot N Cold	60	83
3666	Our Song	64	89
3667	Damaged	58	52
3668	A Milli	75	93
3669	Sorry	55	57
3670	Like You'll Never See Me Again	55	79
3671	Teardrops On My Guitar	63	89
3672	When I Grow Up	61	71
3673	Sensual Seduction	54	85
3674	Better In Time	71	74
3675	Shadow Of The Day	65	86
3676	Miss Independent	68	80
3677	Fall For You	60	62
3678	Say	60	84
3679	One Step At A Time	19	68
3680	Suffocate	61	61
3681	Realize	58	74
3682	The Time Of My Life	50	48
3683	Burnin' Up	60	63
3684	Love Lockdown	68	92
3685	I Luv Your Girl	56	68
3686	Crush	71	63
3687	Big Girls Don't Cry	68	73
3688	Womanizer	74	81
3689	Love Story	69	89
3690	Just Fine	51	72
3691	Piece Of Me	63	81
3692	All Summer Long	72	70
3693	In Love With A Girl	49	69
3694	I Remember	54	67
3695	7 Things	59	80
3696	Love Remains The Same	44	38
3697	Feels Like Tonight	50	68
3698	The Way I Are	20	0
3699	Addicted	68	58
3700	Heaven Sent	51	67
3701	Boom Boom Pow	61	79
3702	Poker Face	68	92
3703	I Gotta Feeling	68	79
3704	Love Story	69	89
3705	Right Round	72	81
3706	I'm Yours	36	81
3707	Single Ladies (Put A Ring On It)	70	87
3708	Heartless	74	92
3709	Gives You Hell	69	70
3710	You Belong With Me	67	89
3711	You Found Me	74	74
3712	Use Somebody	76	78
3713	I Know You Want Me (Calle Ocho)	62	82
3714	The Climb	68	80
3715	Best I Ever Had	73	100
3716	My Life Would Suck Without You	60	79
3717	Halo	80	87
3718	Hot N Cold	60	83
3719	Second Chance	66	75
3720	Circus	68	81
3721	Day 'N' Nite	71	78
3722	Party In The U.S.A.	74	80
3723	Fire Burning	66	73
3724	Whatcha Say	64	85
3725	LoveGame	57	92
3726	Waking Up In Vegas	51	83
3727	Birthday Sex	68	83
3728	Sober	57	83
3729	Womanizer	74	81
3730	Whatever You Like	73	80
3731	Obsessed	60	83
3732	Mad	62	80
3733	Love Lockdown	68	92
3734	So What	63	83
3735	Hotel Room Service	64	82
3736	If I Were A Boy	70	87
3737	I Hate This Part	55	71
3738	Gotta Be Somebody	63	78
3739	Please Don't Leave Me	55	83
3740	Paparazzi	62	92
3741	Viva La Vida	79	89
3742	Right Now (Na Na Na)	66	81
3743	Battlefield	58	68
3744	Miss Independent	68	80
3745	Fireflies	74	71
3746	New Divide	67	86
3747	No Surprise	55	68
3748	She Wolf	66	86
3749	Sweet Dreams	61	87
3750	Every Girl	43	65
3751	Fallin' For You	57	74
3752	Untouched	61	61
3753	If Today Was Your Last Day	67	78
3754	Love Drunk	61	62
3755	I Love College	62	55
3756	If U Seek Amy	63	81
3757	Big Green Tractor	64	78
3758	White Horse	60	89
3759	Disturbia	73	91
3760	21 Guns	74	81
3761	Rockin' That Thang	40	68
3762	Chicken Fried	74	75
3763	Diva	61	87
3764	Replay	72	66
3765	Then	61	69
3766	Her Diamonds	59	65
3767	How Do You Sleep?	55	0
3768	3	59	81
3769	One Time	65	90
3770	I Run To You	59	70
3771	I Do Not Hook Up	48	79
3772	People Are Crazy	59	70
3773	Whatever It Is	62	75
3774	Already Gone	55	79
3775	Goodbye	46	37
3776	Pretty Wings	59	63
3777	Never Say Never	68	74
3778	Need You Now	65	70
3779	Hey, Soul Sister	81	81
3780	OMG	21	0
3781	Bad Romance	67	92
3782	Dynamite	69	71
3783	In My Head	65	85
3784	Rude Boy	73	91
3785	Teenage Dream	68	83
3786	Just The Way You Are	78	90
3787	Cooler Than Me	71	74
3788	Imma Be	59	79
3789	DJ Got Us Fallin' In Love	44	0
3790	Not Afraid	78	96
3791	Replay	72	66
3792	Breakeven	75	78
3793	Your Love Is My Drug	2	7
3794	I Gotta Feeling	68	79
3795	Fireflies	74	71
3796	Find Your Love	62	100
3797	Alejandro	60	92
3798	Ridin' Solo	61	85
3799	Just A Dream	72	77
3800	How Low	60	77
3801	Carry Out	62	0
3802	Bulletproof	62	61
3803	Whatcha Say	64	85
3804	Whataya Want From Me	64	64
3805	Mine	57	89
3806	Only Girl (In The World)	65	91
3807	Live Like We're Dying	47	49
3808	All The Right Moves	62	83
3809	According To You	46	42
3810	You Belong With Me	67	89
3811	Meet Me Halfway	58	79
3812	Take It Off	1	7
3813	Over	64	100
3814	Animal	64	64
3815	Misery	59	90
3816	Paparazzi	62	92
3817	Your Love	54	94
3818	Party In The U.S.A.	74	80
3819	Deuces	60	0
3820	3	59	81
3821	Impossible	70	59
3822	Already Gone	55	79
3823	Rock That Body	52	79
3824	Secrets	74	83
3825	Naturally	61	68
3826	Un-Thinkable (I'm Ready)	62	79
3827	Stuck Like Glue	60	64
3828	There Goes My Baby	57	82
3829	Today Was A Fairytale	50	89
3830	Say Something	52	0
3831	Sweet Dreams	61	87
3832	Use Somebody	76	78
3833	Undo It	50	75
3834	The House That Built Me	63	70
3835	If I Die Young	66	61
3836	The Only Exception	70	79
3837	American Honey	55	70
3838	King Of Anything	62	72
3839	Life After You	57	68
3840	Smile	62	63
3841	Teach Me How To Dougie	62	49
3842	Try Sleeping With A Broken Heart	61	79
3843	Lover, Lover	57	62
3844	Rolling In The Deep	72	85
3845	Firework	72	83
3846	Give Me Everything	39	0
3847	Grenade	73	90
3848	Super Bass	69	94
3849	Just Can't Get Enough	68	79
3850	S&M	66	91
3851	Pumped Up Kicks	82	77
3852	Last Friday Night (T.G.I.F.)	73	83
3853	Just The Way You Are	78	90
3854	Raise Your Glass	73	83
3855	Born This Way	65	92
3856	F**kin' Perfect	58	83
3857	How To Love	67	93
3858	Someone Like You	77	85
3859	Good Life	69	83
3860	The Lazy Song	69	90
3861	Till The World Ends	62	81
3862	The Show Goes On	68	71
3863	The Edge Of Glory	61	92
3864	We R Who We R	5	7
3865	Black And Yellow	73	88
3866	Tonight Tonight	69	62
3867	Blow	2	7
3868	If I Die Young	66	61
3869	The Time (Dirty Bit)	65	79
3870	Only Girl (In The World)	65	91
3871	Just A Kiss	59	70
3872	Dirt Road Anthem	69	78
3873	Dynamite	69	71
3874	I Wanna Go	61	81
3875	Yeah 3X	52	89
3876	Just A Dream	72	77
3877	Stereo Love	20	0
3878	Jar Of Hearts	73	75
3879	Roll Up	64	88
3880	Sexy And I Know It	59	68
3881	All Of The Lights	73	92
3882	Hold It Against Me	58	81
3883	More	60	82
3884	What The Hell	66	80
3885	DJ Got Us Fallin' In Love	44	0
3886	For The First Time	63	78
3887	Honey Bee	63	74
3888	Pretty Girl Rock	62	67
3889	You And I	62	92
3890	Back To December	60	89
3891	Teenage Dream	68	83
3892	Crazy Girl	66	65
3893	Cheers (Drink To That)	52	91
3894	Who Says	69	68
3895	Barefoot Blue Jean Night	69	70
3896	Country Girl (Shake It For Me)	69	78
3897	In The Dark	52	63
3898	Headlines	74	100
3899	Best Thing I Never Had	72	87
3900	She Ain't You	49	89
3901	Take A Back Road	66	68
3902	Please Don't Go	60	74
3903	Sure Thing	74	82
3904	God Gave Me You	61	74
3905	Are You Gonna Kiss Me Or Not	63	56
3906	Animal	64	64
3907	Colder Weather	64	75
3908	Call Me Maybe	67	74
3909	Lights	61	82
3910	Glad You Came	67	67
3911	Stronger (What Doesn't Kill You)	64	79
3912	Starships	63	94
3913	What Makes You Beautiful	67	84
3914	Set Fire To The Rain	73	85
3915	Sexy And I Know It	59	68
3916	Some Nights	70	70
3917	Wide Awake	66	83
3918	Good Feeling	69	81
3919	Whistle	70	81
3920	One More Night	66	90
3921	Drive By	69	81
3922	Where Have You Been	66	91
3923	Everybody Talks	67	64
3924	I Won't Give Up	74	81
3925	It Will Rain	68	90
3926	Mercy	69	0
3927	Boyfriend	62	90
3928	Too Close	58	64
3929	Part Of Me	69	83
3930	We Are Never Ever Getting Back Together	64	89
3931	Blow Me (One Last Kiss)	56	83
3932	Give Your Heart A Break	64	87
3933	Ni**as in Paris	76	0
3934	The One That Got Away	68	83
3935	Feel So Close	74	91
3936	Someone Like You	77	85
3937	Scream	63	82
3938	Rack City	66	87
3939	Domino	60	84
3940	Gangnam Style	67	58
3941	Home	65	63
3942	Wanted	68	69
3943	Drunk On You	63	78
3944	Want U Back	62	66
3945	Springsteen	71	75
3946	Brokenhearted	59	55
3947	Not Over You	67	69
3948	Back In Time	47	82
3949	Work Out	70	88
3950	Rumour Has It	64	85
3951	Good Girl	56	75
3952	Pontoon	59	66
3953	Ho Hey	69	79
3954	Paradise	78	89
3955	Blown Away	62	75
3956	Rolling In The Deep	72	85
3957	Climax	62	82
3958	Work Hard, Play Hard	60	88
3959	Let Me Love You (Until You Learn To Love Yourself)	54	80
3960	Pound The Alarm	55	94
3961	Come Over	59	75
3962	Heart Attack	52	79
3963	Drank In My Cup	62	59
3964	So Good	62	76
3965	50 Ways To Say Goodbye	63	81
3966	Red Solo Cup	62	69
3967	Love You Like A Love Song	71	68
3968	Turn Up The Music	63	89
3969	A Thousand Years	79	75
3970	Take A Little Ride	58	78
3971	You Da One	66	91
3972	It's Time	39	94
3973	Cashin' Out	55	51
3974	I Don't Want This Night To End	63	78
3975	Diamonds	63	91
3976	Hard To Love	69	70
3977	Somethin' 'Bout A Truck	65	68
3978	Adorn	64	82
3979	Fly Over States	60	78
3980	Even If It Breaks Your Heart	66	65
3981	Burn It Down	70	86
3982	Radioactive	73	94
3983	Harlem Shake	58	63
3984	Mirrors	73	83
3985	When I Was Your Man	81	90
3986	Roar	75	83
3987	Locked Out Of Heaven	78	90
3988	Ho Hey	69	79
3989	Royals	78	79
3990	I Knew You Were Trouble.	67	89
3991	We Can't Stop	76	80
3992	Wrecking Ball	73	80
3993	Wake Me Up!	83	84
3994	Cups (Pitch Perfect's When I'm Gone)	58	68
3995	Scream & Shout	71	0
3996	Sail	72	68
3997	Diamonds	63	91
3998	Safe And Sound	75	66
3999	Treasure	75	90
4000	Started From The Bottom	68	100
4001	Come & Get It	67	91
4002	Daylight	56	90
4003	Applause	71	92
4004	One More Night	66	90
4005	My Songs Know What You Did In The Dark (Light Em Up)	68	82
4006	Home	65	63
4007	It's Time	39	94
4008	Heart Attack	73	87
4009	Love Somebody	56	90
4010	I Will Wait	69	83
4011	Try	63	83
4012	Wagon Wheel	73	70
4013	Gangnam Style	67	58
4014	Some Nights	70	70
4015	Gone, Gone, Gone	66	63
4016	Demons	74	94
4017	Counting Stars	73	83
4018	I Cry	62	81
4019	Little Talks	66	72
4020	The Other Side	57	85
4021	Berzerk	58	96
4022	Catch My Breath	52	79
4023	Crash My Party	60	78
4024	Pour It Up	63	91
4025	22	60	89
4026	I Want Crazy	59	69
4027	The Fox	62	53
4028	Best Song Ever	70	84
4029	The A Team	76	93
4030	Carry On	60	70
4031	Swimming Pools (Drank)	70	91
4032	Sure Be Cool If You Did	54	74
4033	Body Party	65	75
4034	Adorn	64	82
4035	Let Me Love You (Until You Learn To Love Yourself)	54	80
4036	Next To Me	53	71
4037	It Goes Like This	64	78
4038	Wanted	68	69
4039	Downtown	53	70
4040	Get Your Shine On	62	83
4041	Brave	68	72
4042	Let Her Go	72	77
4043	Runnin' Outta Moonlight	68	64
4044	Still Into You	71	79
4045	Happy	73	82
4046	All Of Me	84	82
4047	Counting Stars	73	83
4048	Rude	75	80
4049	All About That Bass	67	81
4050	Stay With Me	83	90
4051	Pompeii	69	87
4052	Shake It Off	70	89
4053	Am I Wrong	72	66
4054	Turn Down For What	8	0
4055	Say Something	34	0
4056	Team	72	79
4057	Let Her Go	72	77
4058	Royals	78	79
4059	Let It Go	70	72
4060	Wake Me Up!	83	84
4061	Demons	74	94
4062	Story Of My Life	77	84
4063	Chandelier	71	90
4064	Bang Bang	37	0
4065	Maps	76	90
4066	Best Day Of My Life	75	68
4067	Habits (Stay High)	66	80
4068	Summer	77	91
4069	Boom Clap	58	80
4070	Anaconda	64	94
4071	Burn	66	82
4072	Wrecking Ball	73	80
4073	Not A Bad Thing	45	83
4074	Roar	75	83
4075	The Man	60	69
4076	Classic	74	72
4077	A Sky Full Of Stars	76	89
4078	Na Na	62	79
4079	Hot Boy	46	75
4080	Sing	72	93
4081	Radioactive	73	94
4082	Cool Kids	70	63
4083	Hey Brother	77	84
4084	Trumpets	68	85
4085	Animals	72	90
4086	Burnin' It Down	64	78
4087	Play It Again	72	78
4088	Dirt	62	83
4089	Love Runs Out	60	83
4090	Bottoms Up	64	69
4091	Shower	74	87
4092	Me And My Broken Heart	73	63
4093	Animals	55	87
4094	American Kids	67	75
4095	Brave	68	72
4096	Sweater Weather	79	78
4097	Leave The Night On	66	74
4098	Love Never Felt So Good	34	0
4099	Drunk On A Plane	67	73
4100	Birthday	62	83
4101	Bartender	60	70
4102	Amnesia	67	85
4103	Come With Me Now	70	60
4104	Beachin'	60	70
4105	She Looks So Perfect	66	85
4106	Stay The Night	61	0
4107	Partition	71	87
4108	0 To 100 / The Catch Up	73	100
4109	I Don't Dance	69	70
4110	Somethin' Bad	62	0
4111	Adore You	70	80
4112	Thinking Out Loud	84	93
4113	Trap Queen	73	79
4114	Sugar	78	90
4115	Shut Up And Dance	79	72
4116	Blank Space	70	89
4117	Watch Me	66	56
4118	Earned It (Fifty Shades Of Grey)	77	90
4119	The Hills	81	90
4120	Cheerleader	63	68
4121	Love Me Like You Do	68	82
4122	Take Me To Church	74	80
4123	Want To Want Me	75	85
4124	Shake It Off	70	89
4125	Fight Song	77	69
4126	Lips Are Movin	67	81
4127	Honey, I'm Good.	68	70
4128	All About That Bass	67	81
4129	Style	62	89
4130	Hotline Bling	77	100
4131	What Do You Mean?	77	90
4132	Photograph	84	93
4133	Hello	72	85
4134	Stitches	71	90
4135	Talking Body	64	80
4136	Jealous	70	76
4137	Centuries	79	82
4138	Take Your Time	68	74
4139	Animals	72	90
4140	Flex (Ooh Ooh Ooh)	61	73
4141	Nasty Freestyle	64	55
4142	Elastic Heart	69	90
4143	Cool For The Summer	71	87
4144	Renegades	74	77
4145	Wildest Dreams	68	89
4146	Stay With Me	83	90
4147	Uma Thurman	70	82
4148	7/11	74	87
4149	The Heart Wants What It Wants	72	91
4150	Girl Crush	66	66
4151	Slow Motion	72	79
4152	Drag Me Down	73	84
4153	One Last Time	82	96
4154	Chains	58	76
4155	No Type	74	82
4156	Riptide	78	79
4157	Dear Future Husband	69	81
4158	Habits (Stay High)	66	80
4159	CoCo	64	63
4160	Bang Bang	37	0
4161	Lay Me Down	77	90
4162	Hit The Quan	56	46
4163	House Party	71	74
4164	Kick The Dust Up	65	78
4165	Budapest	68	82
4166	Chandelier	71	90
4167	Heartbeat Song	65	79
4168	Ghost	55	65
4169	Here	66	82
4170	Waves	74	70
4171	Night Changes	74	84
4172	Back To Back	72	100
4173	How Deep Is Your Love	45	0
4174	Love Yourself	83	90
4175	Sorry	80	90
4176	Stressed Out	83	89
4177	Panda	71	74
4178	Hello	72	85
4179	7 Years	80	82
4180	Needed Me	72	91
4181	My House	76	81
4182	I Took A Pill In Ibiza	74	74
4183	Cake By The Ocean	79	75
4184	Ride	82	89
4185	Heathens	81	89
4186	Pillowtalk	77	83
4187	Stitches	71	90
4188	Hotline Bling	77	100
4189	Send My Love (To Your New Lover)	73	85
4190	Treat You Better	84	90
4191	What Do You Mean?	77	90
4192	The Hills	81	90
4193	Just Like Fire	71	83
4194	Dangerous Woman	79	96
4195	Here	66	82
4196	Same Old Love	66	91
4197	Controlla	69	100
4198	One Call Away	67	84
4199	Let It Go	74	77
4200	No	75	81
4201	H.O.L.Y.	75	83
4202	Into You	82	96
4203	Gold	73	74
4204	Exchange	79	81
4205	Oui	74	83
4206	Hands To Myself	67	91
4207	2 Phones	71	82
4208	In The Night	71	90
4209	Me Too	71	81
4210	Die A Happy Man	74	78
4211	White Iverson	81	96
4212	Unsteady	77	77
4213	Sucker For Pain	79	0
4214	Luv	70	86
4215	Hymn For The Weekend	78	89
4216	Say It	71	86
4217	Antidote	75	96
4218	Lost Boy	77	70
4219	Sit Still, Look Pretty	67	76
4220	Wildest Dreams	68	89
4221	On My Mind	65	82
4222	When We Were Young	72	85
4223	Hide Away	64	76
4224	Watch Me	66	56
4225	Back To Sleep	66	89
4226	Really Really	70	82
4227	Adventure Of A Lifetime	76	89
4228	Humble And Kind	66	75
4229	Wicked	63	92
4230	Tiimmy Turner	74	74
4231	Perfect	71	84
4232	Shape Of You	87	93
4233	That's What I Like	35	90
4234	Humble.	85	91
4235	Something Just Like This	77	0
4236	Body Like A Back Road	79	74
4237	Believer	89	94
4238	Say You Won't Let Go	83	83
4239	XO TOUR Llif3	86	89
4240	Mask Off	81	92
4241	24K Magic	79	90
4242	Stay	82	0
4243	Location	84	96
4244	Attention	83	84
4245	Redbone	81	82
4246	I Don't Wanna Live Forever (Fifty Shades Darker)	77	0
4247	Issues	75	84
4248	Scars To Your Beautiful	74	82
4249	Slow Hands	78	77
4250	Love On The Brain	72	91
4251	Bounce Back	78	85
4252	Fake Love	77	100
4253	Look What You Made Me Do	79	89
4254	Castle On The Hill	81	93
4255	Paris	78	88
4256	Feel It Still	83	76
4257	Sorry Not Sorry	82	87
4258	Bank Account	83	89
4259	Thunder	88	94
4260	T-Shirt	75	87
4261	Mercy	81	90
4262	Tunnel Vision	77	90
4263	In Case You Didn't Know	76	72
4264	Heathens	81	89
4265	Now Or Never	76	91
4266	Caroline	77	80
4267	Rolex	76	67
4268	DNA.	82	91
4269	Juju On That Beat (TZ Anthem)	25	29
4270	Swang	76	82
4271	Passionfruit	81	100
4272	Praying	74	79
4273	Goosebumps	85	96
4274	All Time Low	73	79
4275	Hurricane	77	80
4276	Too Good At Goodbyes	78	90
4277	Young Dumb & Broke	85	96
4278	Magnolia	77	81
4279	What About Us	79	83
4280	Sign Of The Times	79	76
4281	Water Under The Bridge	70	85
4282	Malibu	64	80
4283	Down	64	66
4284	Treat You Better	84	90
4285	Small Town Boy	74	71
4286	Do Re Mi	79	81
4287	Look At Me!	83	98
