	Year	Artist	Track	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Liveness	Valence	Tempo	Song Popularity	Duration_ms	Time Signature
1995	2012	Linkin Park	LIVING THINGS	0.585	0.972	9	-4.45	0	0.0534	0.0143	0.0	0.0707	0.585	110.006	70	230253	4
1996	2013	Drake	Nothing Was The Same (Deluxe)	0.831	0.651	1	-8.363	1	0.437	0.0125	0.0	0.0809	0.502	120.064	58	224013	4
1997	2011	The Script	Science & Faith	0.396	0.629	9	-4.78	1	0.0287	0.0328	0.0	0.183	0.358	173.794	63	252853	4
1998	2012	Langhorne Slim	The Way We Move	0.539	0.836	11	-5.365	1	0.0654	0.217	0.000168	0.303	0.759	135.596	61	168760	4
1999	2013	Paramore	Paramore	0.602	0.923	5	-3.763	1	0.044	0.0098	0.0	0.0561	0.765	136.01	71	216013	4
2000	2017	Various Artists	The Greatest Showman (Original Motion Picture Soundtrack)	0.284	0.704	2	-7.276	1	0.186	0.00583	0.000115	0.0424	0.1	191.702	82	234707	4
2001	2013	Arctic Monkeys	AM	0.691	0.631	2	-6.478	1	0.0368	0.0483	1.13e-05	0.104	0.8	92.004	76	161124	4
2002	2013	Luke Bryan	Crash My Party	0.66	0.754	4	-2.84	0	0.051	0.0626	0.0	0.1	0.899	110.02	67	190187	4
2003	2016	A Boogie Wit da Hoodie	Artist	0.946	0.646	5	-6.604	1	0.21	0.219	0.0	0.0643	0.961	127.978	71	246988	4
2004	2017	Dua Lipa	Dua Lipa (Deluxe)	0.836	0.544	7	-5.975	1	0.0943	0.0403	0.0	0.0824	0.51	97.028	86	217947	4
2005	2013	Randy Houser	How Country Feels	0.526	0.801	2	-3.717	1	0.0393	0.0354	3.17e-06	0.0637	0.769	172.024	68	193773	4
2006	2015	Arsenal Efectivo	Vida Peligrosa	0.719	0.696	6	-9.832	0	0.0475	0.445	1.15e-06	0.0796	0.841	112.085	63	183711	3
2007	2016	Red Hot Chili Peppers	The Getaway	0.7	0.742	5	-6.777	0	0.0716	0.0722	0.0199	0.11	0.197	91.959	73	302000	4
2008	2015	Carrie Underwood	Storyteller	0.575	0.844	3	-1.772	0	0.0633	0.226	0.0	0.0538	0.542	87.007	64	193333	4
2009	2015	Roy Woods	Exis	0.709	0.362	11	-9.814	1	0.055	0.157	0.0	0.109	0.113	122.043	71	251860	4
2010	2017	Rex Orange County	Apricot Princess	0.567	0.199	9	-9.601	1	0.101	0.905	0.0	0.131	0.329	83.827	68	135707	5
2011	2017	Khalid	American Teen	0.834	0.472	5	-7.777	0	0.0873	0.412	6.76e-05	0.0836	0.517	107.014	75	244747	4
2012	2017	Morgan Evans	Kiss Somebody	0.492	0.681	6	-7.038	1	0.075	0.143	0.0	0.199	0.511	178.01	69	212445	4
2013	2017	XXXTENTACION	17	0.797	0.533	0	-9.74	0	0.0412	0.0172	0.000152	0.103	0.329	131.036	88	146520	4
2014	2014	J. Cole	2014 Forest Hills Drive	0.516	0.738	11	-7.21	1	0.415	0.279	0.0	0.621	0.595	175.432	67	288200	4
2015	2014	Ariana Grande	My Everything (Deluxe)	0.654	0.578	6	-6.897	1	0.449	0.546	0.0	0.112	0.233	143.867	70	233733	4
2016	2014	DJ Snake	You Know You Like It	0.426	0.722	5	-5.369	0	0.196	0.0113	1.27e-06	0.262	0.25	196.133	70	247267	4
2017	2015	Halsey	BADLANDS	0.512	0.812	1	-4.809	1	0.0617	0.0534	0.0	0.092	0.521	100.02	71	249500	4
2018	2013	Panic! At The Disco	Too Weird To Live, Too Rare To Die!	0.572	0.912	7	-4.875	1	0.0707	0.00155	1.2e-06	0.102	0.606	156.073	75	187187	4
2019	2014	PARTYNEXTDOOR	PARTYNEXTDOOR TWO	0.643	0.541	2	-5.801	1	0.0426	0.0102	0.0	0.102	0.165	119.501	67	311197	4
2020	2014	ODESZA	In Return	0.749	0.745	6	-7.367	0	0.0479	0.0041	0.395	0.0748	0.347	115.048	66	262957	4
2021	2015	Disturbed	Immortalized	0.322	0.28	6	-9.367	0	0.0281	0.468	1.1e-06	0.102	0.175	85.794	75	248467	4
2022	2015	One Direction	Made In The A.M. (Deluxe Edition)	0.73	0.703	0	-5.672	0	0.0369	0.109	0.0	0.0657	0.595	138.113	73	192120	4
2023	2016	Mac Miller	The Divine Feminine	0.545	0.534	8	-6.874	0	0.047	0.235	0.0	0.345	0.24	140.021	69	480187	4
2024	2017	Halsey	hopeless fountain kingdom (Deluxe)	0.69	0.784	11	-4.724	1	0.056	0.01	4.08e-05	0.22	0.284	109.969	70	221206	4
2025	2015	Drake	If You're Reading This It's Too Late	0.508	0.234	7	-8.724	1	0.109	0.614	0.000163	0.111	0.392	195.092	71	320400	4
2026	2015	Twenty One Pilots	Blurryface	0.715	0.838	2	-6.077	0	0.118	0.0897	0.0	0.15	0.497	120.007	69	240080	4
2027	2017	Luke Combs	This One's for You	0.544	0.781	6	-6.16	0	0.0311	0.00585	0.0	0.191	0.527	144.075	76	221800	4
2028	2016	Sik World	7 Years (Remix)	0.811	0.609	10	-8.376	1	0.0996	0.227	0.0	0.102	0.439	120.071	72	134197	4
2029	2015	Maluma	Pretty Boy, Dirty Boy	0.73	0.701	5	-5.885	0	0.106	0.132	0.0	0.151	0.785	175.95	74	207307	4
2030	2017	Darius Rucker	When Was The Last Time	0.532	0.64	9	-6.684	1	0.0314	0.344	0.0	0.361	0.308	84.029	66	212320	4
2031	2017	Drake	More Life	0.804	0.459	11	-11.556	1	0.039	0.304	0.0862	0.11	0.372	111.963	80	298941	4
2032	2017	Dua Lipa	Dua Lipa (Deluxe)	0.426	0.224	6	-8.683	1	0.0391	0.948	0.0	0.112	0.399	85.728	74	230480	5
2033	2016	Whethan	Savage (feat. Flux Pavilion & MAX)	0.679	0.662	7	-5.861	1	0.0773	0.151	0.0	0.376	0.365	90.054	66	205333	4
2034	2017	Khalid	American Teen	0.736	0.449	1	-11.462	0	0.425	0.33	0.000162	0.0898	0.326	80.126	83	219080	4
2035	2017	Brandon Lay	Speakers	0.603	0.625	6	-6.563	1	0.0258	0.302	0.0	0.141	0.651	96.02	67	192920	4
2036	2017	Drake	More Life	0.768	0.282	8	-10.348	0	0.0863	0.11	0.0208	0.113	0.175	97.043	74	219692	4
2037	2015	Shawn Mendes	Handwritten	0.746	0.754	1	-6.681	1	0.067	0.0152	0.0	0.0486	0.764	149.882	71	206880	4
2038	2017	Marshmello	Silence	0.52	0.761	4	-3.093	1	0.0853	0.256	4.96e-06	0.17	0.286	141.971	85	180823	4
2039	2017	Tee Grizzley	My Moment	0.895	0.698	1	-6.575	1	0.207	0.565	0.0	0.305	0.325	99.998	63	193020	4
2040	2017	Kodak Black	Project Baby 2	0.747	0.524	10	-6.807	0	0.245	0.0306	0.0	0.2	0.363	140.053	82	213132	4
2041	2017	mansionz	Mansionz	0.834	0.551	5	-4.217	1	0.43	0.353	0.0	0.103	0.5	76.938	67	148494	4
2042	2017	Ed Sheeran	÷ (Deluxe)	0.589	0.242	6	-10.517	1	0.0442	0.914	0.0	0.0887	0.257	89.749	80	221107	4
2043	2016	Agatha Reilly	Fantasazing	0.33	0.005	5	-34.638	1	0.0499	0.994	0.976	0.109	0.0749	85.067	66	192353	4
2044	2016	Bryson Tiller	Let Me Explain	0.809	0.504	2	-3.201	1	0.15	0.00156	0.0	0.0856	0.525	120.065	65	223969	4
2045	2016	Brent Faiyaz	Poison	0.689	0.394	2	-10.102	0	0.065	0.711	0.000905	0.0859	0.382	117.489	67	212992	3
2046	2017	Vice	Obsession (feat. Jon Bellion)	0.741	0.559	10	-7.775	1	0.03	0.00728	0.000971	0.21	0.466	101.999	66	221983	4
2047	2014	Tatiana Manaois	Helplessly	0.51	0.185	11	-13.651	1	0.0644	0.925	0.0	0.122	0.418	79.092	66	185480	4
2048	2017	Miley Cyrus	Younger Now	0.573	0.781	8	-6.406	1	0.0555	0.0767	2.64e-05	0.0813	0.343	139.934	76	231907	4
2049	2015	Big Sean	Dark Sky Paradise	0.741	0.345	1	-11.31	1	0.0754	0.288	0.0	0.117	0.277	120.015	65	319973	4
2050	2017	Lil Baby	Too Hard	0.755	0.547	8	-10.327	0	0.186	0.0531	0.0	0.174	0.349	112.949	67	218200	4
2051	2017	Billie Eilish	dont smile at me	0.679	0.388	4	-10.977	0	0.0932	0.353	9.25e-05	0.341	0.234	124.909	81	194711	4
2052	2017	Deep Watch	Endless Fragments of Time	0.152	0.0315	6	-29.774	0	0.047	0.922	0.775	0.11	0.155	139.095	68	215756	3
2053	2016	Post Malone	Stoney (Deluxe)	0.497	0.507	5	-8.075	0	0.0585	0.214	4.79e-06	0.0948	0.192	119.432	69	197120	4
2054	2017	Derez De’Shon	Hardaway	0.537	0.518	1	-5.987	1	0.188	0.118	0.0	0.146	0.427	132.527	64	236032	4
2055	2015	Halsey	BADLANDS	0.339	0.707	0	-5.121	0	0.0428	0.0113	0.0	0.337	0.359	173.993	67	183808	4
2056	2016	Drake	Views	0.796	0.61	1	-5.857	1	0.0516	0.00842	0.00286	0.351	0.391	103.99	83	173987	4
2057	2016	Martin Jensen	Solo Dance	0.746	0.846	9	-2.432	1	0.048	0.0485	0.0	0.195	0.403	114.955	68	174933	4
2058	2016	Panic! At The Disco	Death Of A Bachelor	0.562	0.904	1	-4.947	1	0.0807	0.00302	0.0	0.0433	0.651	94.481	73	158667	4
2059	2017	Kesha	Praying	0.565	0.381	10	-7.204	1	0.0302	0.48	0.0	0.109	0.325	73.483	70	230269	4
2060	2015	Charlie Puth	Some Type Of Love	0.795	0.616	1	-5.281	0	0.06	0.417	0.0	0.349	0.815	110.015	71	190453	4
2061	2016	Ariana Grande	Dangerous Woman	0.528	0.435	2	-8.363	1	0.129	0.0295	0.0	0.243	0.0781	102.704	72	223853	3
2062	2017	Banda Sinaloense MS de Sergio Lizárraga	La Mejor Versión De Mí	0.779	0.373	2	-7.968	1	0.0372	0.226	6.41e-06	0.0978	0.499	119.946	73	281400	4
2063	2016	Dan + Shay	Obsessed	0.501	0.836	11	-3.587	0	0.0491	0.208	0.0	0.152	0.618	159.863	68	192000	4
2064	2017	Brett Young	Brett Young	0.626	0.707	5	-5.755	0	0.0425	0.0169	0.0	0.0772	0.653	88.543	68	187813	4
2065	2017	DJ Khaled	Grateful	0.599	0.667	7	-4.267	1	0.0367	0.0533	0.0	0.134	0.817	80.984	73	288877	4
2066	2014	Dave Matthews Band	Under the Table and Dreaming (Expanded Edition)	0.637	0.856	2	-4.34	1	0.034	0.0187	1.99e-05	0.0157	0.846	113.32	62	271187	4
2067	2017	Migos	Culture	0.95	0.743	10	-5.861	0	0.238	0.0646	1.19e-05	0.103	0.62	136.98	70	257546	4
2068	2015	Fetty Wap	Fetty Wap (Deluxe)	0.748	0.733	11	-4.421	0	0.072	0.0062	0.0	0.329	0.291	93.019	66	312240	4
2069	2017	Maggie Rogers	Now That The Light Is Fading	0.837	0.312	0	-13.797	1	0.0702	0.313	0.0175	0.0923	0.145	104.008	69	189400	4
2070	2017	Harry Styles	Harry Styles	0.427	0.262	7	-8.541	1	0.0276	0.746	0.0	0.068	0.228	104.085	73	224867	4
2071	2016	Russ	Losin Control	0.759	0.245	6	-6.545	1	0.138	0.515	0.000154	0.102	0.209	96.992	67	237507	4
2072	2017	Brennan Savage	Look at Me Now	0.649	0.538	0	-9.793	0	0.0918	0.0483	0.401	0.0928	0.355	160.075	71	150000	4
2073	2014	Calvin Harris	Motion	0.596	0.856	4	-3.556	0	0.0346	0.0211	0.0178	0.141	0.743	127.949	77	222533	4
2074	2017	Shawn Mendes	Illuminate (Deluxe)	0.866	0.813	11	-4.063	0	0.0554	0.38	0.0	0.0779	0.969	121.998	83	199440	4
2075	2015	Justin Bieber	Purpose (Deluxe)	0.837	0.571	5	-8.273	0	0.0922	0.61	0.000898	0.0849	0.801	125.034	77	205680	4
2076	2017	2 Chainz	Pretty Girls Like Trap Music	0.822	0.505	7	-7.384	1	0.147	0.0317	0.000911	0.114	0.523	73.003	76	210200	4
2077	2016	The Chainsmokers	Closer	0.748	0.524	8	-5.599	1	0.0338	0.414	0.0	0.111	0.661	95.01	86	244960	4
2078	2016	EDEN	i think you think too much of me	0.611	0.39	2	-5.861	0	0.116	0.625	0.0	0.118	0.617	163.897	69	159512	4
2079	2017	Rex Orange County	Apricot Princess	0.399	0.468	2	-8.646	1	0.0336	0.244	0.000168	0.103	0.249	111.884	66	238480	4
2080	2016	Cole Swindell	You Should Be Here	0.555	0.896	0	-3.295	1	0.0388	0.00434	0.0	0.145	0.578	114.995	65	177067	4
2081	2017	Martin Garrix	Scared to Be Lonely	0.584	0.54	1	-7.786	0	0.0576	0.0895	0.0	0.261	0.195	137.972	81	220883	4
2082	2017	Future	HNDRXX	0.628	0.481	1	-7.775	1	0.475	0.29	0.0	0.118	0.33	108.761	67	254370	5
2083	2016	Jon Pardi	California Sunrise	0.685	0.783	11	-4.152	1	0.0276	0.116	0.0	0.194	0.525	90.008	70	201893	4
2084	2013	Lil Wayne	I Am Not A Human Being II (Deluxe)	0.674	0.608	8	-6.628	0	0.0334	0.0119	0.0	0.103	0.464	124.952	67	253440	4
2085	2013	Twenty One Pilots	Vessel	0.718	0.714	0	-5.699	1	0.0622	0.0963	0.0	0.141	0.84	149.949	66	229120	4
2086	2015	Various Artists	Hamilton (Original Broadway Cast Recording)	0.759	0.882	9	-5.397	0	0.251	0.297	0.0	0.727	0.51	98.012	65	242588	4
2087	2016	DJ Khaled	Major Key	0.412	0.548	10	-6.981	1	0.243	0.0173	0.0	0.181	0.176	81.293	61	325615	4
2088	2014	Slipknot	.5: The Gray Chapter (Special Edition)	0.398	0.939	9	-2.865	0	0.0648	0.00591	0.000881	0.357	0.235	92.027	71	342821	4
2089	2017	Ansel Elgort	All I Think About Is You	0.287	0.759	1	-4.666	1	0.149	0.0734	0.0	0.11	0.481	195.708	67	188187	4
2090	2015	Brett Eldredge	Illinois	0.443	0.831	11	-5.606	1	0.0616	0.414	0.0	0.204	0.588	182.064	65	173960	4
2091	2017	Billie Eilish	Bellyache (Marian Hill Remix)	0.824	0.375	4	-8.966	0	0.124	0.233	0.0718	0.335	0.178	100.038	72	220800	4
2092	2016	Grace	FMA	0.332	0.635	7	-5.653	1	0.0898	0.159	2.79e-06	0.0599	0.261	186.249	70	201493	3
2093	2017	Hailee Steinfeld	Most Girls	0.76	0.588	9	-7.082	1	0.0775	0.0485	0.0	0.0847	0.384	102.974	78	204400	4
2094	2014	ScHoolboy Q	Oxymoron (Deluxe)	0.709	0.589	8	-7.776	0	0.0433	0.0507	0.0	0.0585	0.58	133.922	68	278067	3
2095	2017	Lauren Alaina	Road Less Traveled	0.439	0.752	8	-4.143	1	0.0375	0.116	0.0	0.133	0.456	166.051	64	199907	4
2096	2017	Various Artists	Shut Up Lets Dance	0.665	0.779	2	-5.153	1	0.113	0.216	0.0	0.107	0.839	88.863	74	228200	4
2097	2017	N.E.R.D	NO ONE EVER REALLY DIES	0.916	0.727	1	-6.556	1	0.0861	0.00214	0.000145	0.118	0.201	94.997	69	219707	4
2098	2014	Rascal Flatts	Rewind	0.611	0.8	0	-5.61	1	0.0377	0.257	0.0	0.194	0.527	89.974	68	209280	4
2099	2017	NF	Perception	0.753	0.66	5	-6.542	1	0.133	0.161	0.0	0.236	0.182	95.003	80	209213	4
2100	2015	Kehlani	You Should Be Here	0.746	0.538	10	-6.479	1	0.32	0.389	0.0	0.139	0.516	101.018	69	262521	4
2101	2017	Alina Baraz	Electric (feat. Khalid)	0.599	0.396	10	-10.489	0	0.0392	0.738	2.19e-05	0.102	0.134	111.072	73	246327	4
2102	2017	A$AP Ferg	Still Striving	0.797	0.844	11	-5.482	1	0.275	0.0651	0.0	0.087	0.52	170.142	81	173600	4
2103	2017	Kenny Chesney	Cosmic Hallelujah	0.61	0.822	0	-4.422	1	0.0355	0.0171	1.88e-06	0.093	0.437	93.993	64	217467	4
2104	2016	Drake	Views	0.82	0.641	4	-7.811	0	0.116	0.0662	5.07e-05	0.102	0.395	117.974	75	263373	4
2105	2017	Bryson Tiller	True to Self	0.646	0.756	9	-9.017	0	0.487	0.393	3.23e-05	0.202	0.596	193.881	71	169267	4
2106	2017	ODESZA	A Moment Apart	0.629	0.852	1	-5.094	1	0.0521	0.0865	0.0215	0.263	0.415	104.997	65	215131	4
2107	2017	Theory of a Deadman	Wake Up Call	0.639	0.71	1	-7.445	1	0.0275	0.0133	0.0	0.118	0.378	119.989	70	233173	4
2108	2013	Panic! At The Disco	Too Weird To Live, Too Rare To Die!	0.572	0.912	7	-4.875	1	0.0707	0.00155	1.2e-06	0.102	0.606	156.073	75	187187	4
2109	2013	Sara Bareilles	The Blessed Unrest	0.551	0.836	10	-3.838	0	0.0524	0.00502	2.1e-05	0.0425	0.758	185.063	68	220573	4
2110	2015	Drake	If You're Reading This It's Too Late	0.508	0.234	7	-8.724	1	0.109	0.614	0.000163	0.111	0.392	195.092	71	320400	4
2111	2016	BLACKPINK	SQUARE ONE	0.658	0.836	5	-3.282	0	0.0549	0.00264	1.02e-06	0.507	0.387	124.969	75	240849	4
2112	2016	Kanye West	The Life Of Pablo	0.474	0.741	6	-3.69	1	0.111	0.0602	0.0	0.115	0.402	174.1	73	196040	4
2113	2016	Calvin Harris	My Way	0.819	0.913	4	-3.059	0	0.0427	0.0935	3.72e-05	0.161	0.536	119.989	77	219160	4
2114	2017	Ed Sheeran	÷ (Deluxe)	0.761	0.386	4	-6.158	1	0.0399	0.355	0.0	0.0953	0.526	134.943	79	238440	3
2115	2016	Ulices Chaidez Y Sus Plebes	Andamos En El Ruedo	0.661	0.474	10	-6.67	1	0.0353	0.843	3.98e-05	0.111	0.798	145.924	69	205420	3
2116	2017	Eminem	Revival	0.748	0.749	8	-5.916	0	0.516	0.142	0.0	0.0713	0.659	90.09	82	221013	4
2117	2015	Twenty One Pilots	Blurryface	0.616	0.811	7	-4.804	1	0.0626	0.0573	1.57e-05	0.0566	0.913	159.929	71	253093	4
2118	2015	Bankroll Fresh	Life Of A Hot Boy 2 : Real Trapper	0.969	0.491	2	-9.859	1	0.233	0.0361	0.0	0.118	0.768	126.048	65	198095	4
2119	2016	Granger Smith	Remington	0.488	0.833	11	-6.571	1	0.0437	0.0352	0.0172	0.34	0.751	174.006	65	236787	4
2120	2013	PARTYNEXTDOOR	PARTYNEXTDOOR	0.596	0.678	9	-5.18	1	0.0335	0.0199	0.004	0.418	0.259	117.066	69	99213	4
2121	2015	Drake	If You're Reading This It's Too Late	0.715	0.561	1	-7.605	1	0.0721	0.024	0.0	0.0769	0.297	100.076	71	241853	4
2122	2017	Lil Uzi Vert	Luv Is Rage 2	0.778	0.707	4	-3.606	0	0.0746	0.0459	0.0	0.111	0.458	126.684	64	190355	4
2123	2015	The Weeknd	Beauty Behind The Madness	0.603	0.562	6	-8.311	1	0.0267	0.146	0.0	0.109	0.244	100.038	67	253507	4
2124	2017	Daniel Caesar	Freudian	0.448	0.263	11	-11.98	1	0.0373	0.824	1.91e-06	0.106	0.451	109.889	68	241371	1
2125	2016	Kevin Gates	Islah (Deluxe)	0.823	0.617	7	-8.21	1	0.248	0.0465	0.0	0.11	0.304	110.007	65	208440	4
2126	2016	Jon Pardi	California Sunrise	0.557	0.676	7	-4.457	1	0.027	0.0661	0.0	0.0871	0.678	108.016	71	202347	4
2127	2017	Various Artists	Sleep (Rain Sounds Compilation)	0.138	0.972	10	-18.939	1	0.0704	0.139	0.996	0.376	1e-05	84.963	67	177976	4
2128	2016	Mac Miller	Best Day Ever (5th Anniversary Remastered Edition)	0.676	0.935	1	-4.97	0	0.176	0.0339	0.0	0.359	0.809	162.996	67	164523	4
2129	2017	XXXTENTACION	17	0.769	0.156	11	-10.7	0	0.035	0.585	0.015	0.102	0.527	105.95	79	144733	4
2130	2017	Paramore	After Laughter	0.695	0.818	5	-5.379	0	0.0334	0.00647	4.87e-06	0.0219	0.916	119.965	71	182693	4
2131	2017	Alice Merton	No Roots	0.863	0.657	7	-7.295	1	0.105	0.264	0.00619	0.0713	0.829	115.958	65	235813	4
2132	2016	Flume	Skin	0.598	0.532	3	-6.833	0	0.0295	0.0668	3.22e-06	0.0617	0.261	74.963	65	262521	4
2133	2017	Wisin	Victory	0.744	0.859	11	-3.166	1	0.0795	0.0256	6.27e-05	0.0881	0.787	91.977	79	232787	4
2134	2014	YG	My Krazy Life (Deluxe)	0.676	0.415	9	-9.752	1	0.508	0.0281	0.0	0.0915	0.146	193.206	66	233507	4
2135	2017	NF	Perception	0.725	0.659	9	-4.537	1	0.246	0.139	0.0	0.106	0.56	160.062	67	181867	4
2136	2016	Bruno Mars	24K Magic	0.578	0.574	2	-6.209	1	0.0454	0.196	0.0	0.083	0.301	174.152	77	261240	4
2137	2016	Rihanna	ANTI	0.725	0.534	11	-6.238	1	0.0946	0.0752	0.0	0.0919	0.558	91.974	68	219320	4
2138	2017	Kendrick Lamar	DAMN.	0.552	0.731	7	-6.873	1	0.615	0.0536	0.0	0.258	0.632	174.516	66	248613	4
2139	2013	Eminem	The Marshall Mathers LP2 (Deluxe)	0.708	0.843	7	-2.66	1	0.314	0.397	0.0	0.799	0.625	148.14	78	363521	4
2140	2017	Future	HNDRXX	0.755	0.6	5	-6.431	0	0.309	0.144	0.0	0.117	0.652	155.982	67	211240	4
2141	2015	Troye Sivan	Blue Neighbourhood (Deluxe)	0.628	0.737	7	-4.437	1	0.041	0.0625	0.0	0.0777	0.592	91.507	67	185194	4
2142	2017	PnB Rock	GTTM: Goin Thru the Motions	0.724	0.452	1	-8.998	1	0.0884	0.223	0.0	0.118	0.139	141.903	62	248945	4
2143	2015	Twenty One Pilots	Blurryface	0.715	0.838	2	-6.077	0	0.118	0.0897	0.0	0.15	0.497	120.007	69	240080	4
2144	2017	Calvin Harris	Funk Wav Bounces Vol.1	0.736	0.795	1	-3.299	0	0.0545	0.498	1.21e-06	0.254	0.511	104.066	69	230813	4
2145	2014	Wiz Khalifa	Blacc Hollywood (Deluxe)	0.717	0.862	8	-4.736	1	0.054	0.00689	0.0	0.321	0.52	130.021	67	224933	4
2146	2016	Mac Miller	The Divine Feminine	0.861	0.33	6	-7.194	1	0.0526	0.627	1.93e-06	0.14	0.718	95.016	74	216000	4
2147	2016	Sonder	Too Fast	0.395	0.33	4	-10.924	0	0.0408	0.316	1.89e-05	0.268	0.102	98.813	66	308006	3
2148	2017	XXXTENTACION	Revenge	0.448	0.541	4	-11.34	0	0.397	0.47	0.0	0.1	0.237	81.92	71	209099	4
2149	2016	Florida Georgia Line	Dig Your Roots	0.488	0.915	7	-4.255	1	0.0389	0.0406	0.0	0.351	0.646	75.019	72	226173	4
2150	2014	Ariana Grande	My Everything (Deluxe)	0.472	0.714	1	-4.389	0	0.0334	0.00937	0.0	0.0764	0.24	98.992	76	236133	4
2151	2017	Various Artists	Coco (Original Motion Picture Soundtrack)	0.612	0.548	0	-6.71	1	0.0351	0.426	0.0	0.502	0.617	84.991	66	164453	4
2152	2017	The Chainsmokers	Memories...Do Not Open	0.617	0.635	11	-6.769	0	0.0317	0.0498	1.44e-05	0.164	0.446	103.019	82	247160	4
2153	2017	Young Scooter	Jugg King	0.934	0.671	7	-5.458	0	0.151	0.0939	0.0	0.0812	0.804	129.951	63	209580	4
2154	2017	Darius Rucker	When Was The Last Time	0.532	0.64	9	-6.684	1	0.0314	0.344	0.0	0.361	0.308	84.029	66	212320	4
2155	2017	Imagine Dragons	Evolve	0.776	0.78	10	-4.374	0	0.128	0.0622	0.0	0.081	0.666	124.949	89	204347	4
2156	2016	FKi 1st	First Time For Everything (Part 1)	0.678	0.455	11	-10.393	0	0.0905	0.0949	0.0	0.0798	0.571	144.029	66	225008	4
2157	2016	Hoodie Allen	Happy Camper	0.671	0.699	6	-4.224	0	0.0647	0.00453	0.000277	0.173	0.379	72.946	67	188040	4
2158	2016	Various Artists	Moana (Original Motion Picture Soundtrack/Deluxe Edition)	0.646	0.684	0	-7.632	1	0.24	0.447	0.0	0.101	0.57	146.14	66	185467	4
2159	2015	Demi Lovato	Confident (Deluxe Edition)	0.584	0.614	5	-5.587	0	0.0363	0.00506	9.7e-05	0.0802	0.28	114.075	70	214740	4
2160	2017	Dua Lipa	Dua Lipa (Deluxe)	0.762	0.7	9	-6.021	0	0.0694	0.00261	1.56e-05	0.153	0.608	116.073	86	209320	4
2161	2017	Mother Nature Sound FX	Thunderstorms	0.135	0.723	8	-22.636	1	0.107	8.23e-05	0.797	0.957	0.0159	141.159	68	222469	3
2162	2016	The 1975	I like it when you sleep, for you are so beautiful yet so unaware of it	0.643	0.945	0	-4.66	1	0.0779	0.096	7.71e-06	0.495	0.526	120.723	64	248880	4
2163	2014	ScHoolboy Q	Oxymoron (Deluxe)	0.749	0.865	3	-5.228	1	0.0413	0.00536	0.0	0.198	0.371	111.914	71	216013	4
2164	2014	Cherub	Year of the Caprese	0.775	0.655	5	-7.333	1	0.102	0.114	0.00016	0.035	0.346	114.503	65	323253	4
2165	2016	Young Thug	Slime Season 3	0.769	0.632	10	-4.228	0	0.0537	0.0325	0.0	0.116	0.294	131.932	68	176387	4
2166	2013	Daughter	If You Leave	0.402	0.539	0	-11.062	1	0.043	0.88	0.0065	0.117	0.371	146.526	63	253013	4
2167	2017	Judah & the Lion	Folk Hop N' Roll (Deluxe)	0.446	0.801	0	-6.397	1	0.0305	0.00925	8.84e-05	0.13	0.765	148.071	65	218356	4
2168	2017	Tom Walker	Leave a Light On	0.586	0.624	5	-5.946	1	0.113	0.0153	1.78e-06	0.133	0.267	68.976	81	185863	4
2169	2017	Quality Control	Quality Control: Control The Streets Volume 1	0.938	0.377	0	-6.253	1	0.127	0.197	3.05e-05	0.178	0.598	108.985	67	167298	4
2170	2017	Imagine Dragons	Evolve	0.301	0.672	2	-4.497	1	0.0623	0.28	3.1e-05	0.0609	0.384	169.497	78	230289	3
2171	2017	G-Eazy	The Beautiful & Damned	0.558	0.766	6	-5.953	0	0.231	0.263	0.0	0.32	0.182	96.281	68	203960	4
2172	2017	boy pablo	Roy Pablo	0.431	0.669	2	-10.065	1	0.035	0.0252	0.0433	0.117	0.855	203.906	68	172941	4
2173	2016	Grace	FMA	0.332	0.635	7	-5.653	1	0.0898	0.159	2.79e-06	0.0599	0.261	186.249	70	201493	3
2174	2016	Rachel Platten	Wildfire	0.564	0.714	7	-4.987	1	0.129	0.0549	0.0	0.155	0.33	175.924	77	204013	4
2175	2017	Trippie Redd	A Love Letter To You 2	0.577	0.647	9	-4.493	0	0.169	0.576	0.0	0.263	0.489	139.672	64	188277	4
2176	2017	Shawn Mendes	Illuminate	0.444	0.819	10	-4.078	0	0.341	0.106	0.0	0.107	0.747	82.695	83	187973	4
2177	2016	Daya	Sit Still, Look Pretty	0.885	0.801	11	-4.716	0	0.0882	0.225	1.65e-06	0.0733	0.466	95.011	64	192376	4
2178	2017	Gryffin	Nobody Compares To You	0.585	0.744	2	-4.751	1	0.0419	0.228	0.0	0.195	0.349	104.919	69	231383	4
2179	2014	Sam Smith	In The Lonely Hour	0.656	0.627	7	-6.627	0	0.0379	0.343	2.17e-05	0.124	0.481	99.933	72	167066	4
2180	2017	Huncho Jack	Huncho Jack, Jack Huncho	0.663	0.842	1	-4.152	1	0.101	0.00277	0.000974	0.123	0.346	159.132	67	172017	4
2181	2017	Avicii	AVĪCI (01)	0.653	0.863	2	-4.799	1	0.0457	0.0018	0.0	0.0406	0.276	134.004	83	181673	4
2182	2017	Nicky Jam	Fénix	0.832	0.608	6	-6.042	0	0.0385	0.282	0.0	0.0761	0.589	94.013	72	198707	4
2183	2017	Daniel Caesar	Freudian	0.448	0.263	11	-11.98	1	0.0373	0.824	1.91e-06	0.106	0.451	109.889	68	241371	1
